surface	lemma	pos	features	source
kufikiri	fikiri	Verb	NonFinite=Infinitive	wiktionary
kufikiria	kufikiria	Verb		base
kufisha	kufisha	Verb		base
kufuata	kufuata	Verb		base
kufufuka	kufufuka	Verb		base
kufumba	kufumba	Verb		base
kufumbua	kufumbua	Verb		base
kufundisha	kufundisha	Verb		base
kufundishia	kufundishia	Verb		base
kufundishwa	kufundishwa	Verb		base
kufunga	kufunga	Verb		base
kufungua	kufungua	Verb		base
kufunguliwa	kufunguliwa	Verb		base
kufungwa	kufungwa	Verb		base
kufunika	kufunika	Verb		base
kufunua	kufunua	Verb		base
kufurahi	kufurahi	Verb		base
kufurahia	kufurahia	Verb		base
kufurahisha	kufurahisha	Verb		base
kufuru	kufuru	Noun		base
kugawa	kugawa	Verb		base
kugawanya	kugawanya	Verb		base
kugawanyika	kugawanyika	Verb		base
kugeuka	kugeuka	Verb		base
kugeukia	kugeukia	Verb		base
kugeuza	kugeuza	Verb		base
kugombana	kugombana	Verb		base
kugonga	kugonga	Verb		base
kugusa	kugusa	Verb		base
kuguswa	kuguswa	Verb		base
kuhakikisha	kuhakikisha	Verb		base
kuhamisha	kuhamisha	Verb		base
kuhani	kuhani	Noun		base
kuhara	kuhara	Verb		base
kuharibika	kuharibika	Verb		base
kuharibiwa	kuharibiwa	Verb		base
kuharibu	kuharibu	Verb		base
kuhesabiwa	kuhesabiwa	Verb		base
kuhesabu	kuhesabu	Verb		base
kuheshimika	kuheshimika	Verb		base
kuheshimiwa	heshimiwa	Adjective	Number=Plural	unimorph
kuheshimu	kuheshimu	Noun		base
kuhifadhi	kuhifadhi	Verb		base
kuhifadhia	kuhifadhia	Verb		base
kuhisi	kuhisi	Unknown		base
kuhoji	kuhoji	Verb		base
kuhojiana	kuhojiana	Verb		base
kuhubiri	kuhubiri	Verb		base
kuhudumia	kuhudumia	Verb		base
kuhudumiwa	kuhudumiwa	Verb		base
kuhudumu	kuhudumu	Verb		base
kuhuisha	kuhuisha	Verb		base
kuhukumu	kuhukumu	Verb		base
kuhusiana	kuhusiana	Verb		base
kuhusu	kuhusu	Verb		base
kuhuzunika	kuhuzunika	Verb		base
kuiba	kuiba	Verb		base
kuiga	kuiga	Verb		base
kuimarisha	kuimarisha	Verb		base
kuimarishwa	kuimarishwa	Verb		base
kuimba	kuimba	Verb		base
kuinama	kuinama	Verb		base
kuingia	kuingia	Verb		base
kuingilia	kuingilia	Verb		base
kuingizwa	kuingizwa	Verb		base
kuinua	kuinua	Verb		base
kuinuka	kuinuka	Verb		base
kuinuliwa	kuinuliwa	Verb		base
kuishi	kuishi	Verb		base
kuita	kuita	Verb		base
kuitana	kuitana	Verb		base
kuitisha	kuitisha	Verb		base
kuitwa	kuitwa	Verb		base
kuja	ja	Verb		unimorph
kujaa	kujaa	Verb		base
kujadili	kujadili	Noun		base
kujadiliana	kujadiliana	Noun		base
kujali	kujali	Verb		base
kujamiiana	kujamiiana	Verb		base
kujaribiwa	kujaribiwa	Verb		base
kujaribu	kujaribu	Verb		base
kujawa	kujawa	Verb		base
kujaza	kujaza	Verb		base
kujenga	kujenga	Verb		base
kujengwa	kujengwa	Verb		base
kujeruhiwa	kujeruhiwa	Verb		base
kujibu	jibu	Verb		unimorph
kujidai	kujidai	Verb		base
kujifunza	kujifunza	Verb		base
kujipenda	kujipenda	Verb		base
kujisifu	kujisifu	Verb		base
kujitahidi	kujitahidi	Verb		base
kujivuna	kujivuna	Verb		base
kujua	kujua	Verb		base
kujulikana	kujulikana	Verb		base
kujumuika	kujumuika	Verb		base
kukaa	kukaa	Verb		base
kukabidhiwa	kukabidhiwa	Verb		base
kukabili	kukabili	Verb		base
kukamatwa	kukamatwa	Verb		base
kukamilika	kukamilika	Verb		base
kukamilisha	kukamilisha	Verb		base
kukamilishwa	kukamilishwa	Verb		base
kukanyaga	kukanyaga	Verb		base
kukanyagana	kukanyagana	Verb		base
kukanyagia	kukanyagia	Verb		base
kukanyagwa	kukanyagwa	Verb		base
kukasirika	kukasirika	Verb		base
kukata	kukata	Verb		base
kukataa	kukataa	Verb		base
kukataliwa	kukataliwa	Verb		base
kukataza	kukataza	Verb		base
kukatika	kukatika	Verb		base
kukatisha	kukatisha	Verb		base
kukauka	kukauka	Verb		base
kukausha	kukausha	Verb		base
kukawa	kukawa	Verb		base
kukemea	kukemea	Verb		base
kukesha	kukesha	Verb		base
kuketi	kuketi	Verb		base
kukimbia	kukimbia	Verb		base
kukimbilia	kukimbilia	Verb		base
kukoma	kukoma	Verb		base
kukomaa	kukomaa	Verb		base
kukosa	kukosa	Verb		base
kukosoa	kukosoa	Verb		base
kuku	kuku	Noun		base
kukua	kukua	Verb		base
kukuambia	kukuambia	Unknown		base
kukubali	kukubali	Verb		base
kukubaliana	kukubaliana	Verb		base
kukubalika	kukubalika	Verb		base
kukubaliwa	kukubaliwa	Verb		base
kukufuru	kukufuru	Verb		base
kukumbuka	kukumbuka	Verb		base
kukupa	kukupa	Verb		base
kukusanya	kukusanya	Verb		base
kukusanyika	kukusanyika	Verb		base
kukusanywa	kukusanywa	Verb		base
kukusudia	kukusudia	Verb		base
kukusudiwa	kukusudiwa	Verb		base
kukuta	kukuta	Verb		base
kukutana	kukutana	Verb		base
kula	kula	Verb		base
kulaani	kulaani	Verb		base
kulaaniwa	kulaaniwa	Verb		base
kulala	lala	Verb		unimorph
kulalamika	kulalamika	Verb		base
kulaumiwa	kulaumiwa	Verb		base
kulaza	kulaza	Verb		base
kulazimishwa	kulazimishwa	Verb		base
kule	le	Adjective	Number=Plural	unimorph
kulegeza	kulegeza	Verb		base
kuleni	kuleni	Unknown		base
kuleta	leta	Verb		unimorph
kuletwa	kuletwa	Verb		base
kulewa	kulewa	Verb		base
kulia	kulia	Verb		base
kuliko	kuliko	Adposition		base
kulima	kulima	Verb		base
kulinga	kulinga	Verb		base
kulingana	kulingana	Verb		base
kulipa	lipa	Verb		unimorph
kulipia	lipia	Verb		unimorph
kulipiza	kulipiza	Verb		base
kulisha	kulisha	Verb		base
kumaanisha	kumaanisha	Verb		base
kumaliza	kumaliza	Verb		base
kumalizika	kumalizika	Verb		base
kumbe	kumbe	Interjection		base
kumbuka	kumbuka	Verb		base
kumbukeni	kumbukeni	Unknown		base
kumbukumbu	kumbukumbu	Noun		base
kumi	kumi	Numeral		base
kumiliki	kumiliki	Verb		base
kumilikiwa	kumilikiwa	Verb		base
kumwaga	kumwaga	Verb		base
kumwagika	kumwagika	Verb		base
kumwagwa	kumwagwa	Verb		base
kuna	kuna	Verb		base
kunawa	kunawa	Verb		base
kundi	kundi	Noun		base
kunena	kunena	Verb		base
kungali	kungali	Unknown		base
kuni	kuni	Noun		base
kunia	kunia	Verb		base
kunipa	kunipa	Verb		base
kunukia	kunukia	Verb		base
kununua	nunua	Verb		unimorph
kununulia	kununulia	Verb		base
kunusa	kunusa	Verb		base
kunyoa	kunyoa	Verb		base
kunyolewa	kunyolewa	Verb		base
kunyongwa	kunyongwa	Verb		base
kunyunyiza	kunyunyiza	Verb		base
kunywa	nywa	Verb		unimorph
kunywea	kunywea	Verb		base
kunyweni	kunyweni	Unknown		base
kuoa	oa	Verb		unimorph
kuoana	kuoana	Verb		base
kuoga	kuoga	Verb		base
kuogelea	kuogelea	Verb		base
kuogofya	kuogofya	Verb		base
kuogopa	kuogopa	Verb		base
kuokoa	kuokoa	Verb		base
kuokolewa	kuokolewa	Verb		base
kuolewa	kuolewa	Verb		base
kuomba	kuomba	Verb		base
kuombea	kuombea	Verb		base
kuomboleza	kuomboleza	Verb		base
kuona	ona	Verb		unimorph
kuondoa	kuondoa	Verb		base
kuondoka	kuondoka	Verb		base
kuondolewa	kuondolewa	Verb		base
kuondoshwa	kuondoshwa	Verb		base
kuonekana	kuonekana	Verb		base
kuonesha	kuonesha	Verb		base
kuongea	ongea	Verb		unimorph
kuongeza	kuongeza	Verb		base
kuongezeka	kuongezeka	Verb		base
kuongoza	kuongoza	Verb		base
kuongozana	kuongozana	Verb		base
kuongozwa	kuongozwa	Verb		base
kuonja	kuonja	Verb		base
kuonya	kuonya	Verb		base
kuonyesha	kuonyesha	Verb		base
kuosha	kuosha	Verb		base
kuoshwa	kuoshwa	Verb		base
kupaka	kupaka	Verb		base
kupambana	kupambana	Verb		base
kupambwa	kupambwa	Unknown		base
kupanda	kupanda	Verb		base
kupandwa	kupandwa	Verb		base
kupanga	kupanga	Verb		base
kupata	kupata	Verb		base
kupatana	kupatana	Verb		base
kupatanisha	kupatanisha	Verb		base
kupatikana	kupatikana	Verb		base
kupaza	kupaza	Verb		base
kupeleka	kupeleka	Verb		base
kupelekwa	kupelekwa	Verb		base
kupeleleza	kupeleleza	Verb		base
kupenda	penda	Verb		unimorph
kupendana	kupendana	Verb		base
kupendelea	kupendelea	Verb		base
kupendelewa	kupendelewa	Verb		base
kupendeza	kupendeza	Verb		base
kupendwa	kupendwa	Verb		base
kupewa	kupewa	Verb		base
kupiga	piga	Verb		unimorph
kupigana	kupigana	Verb		base
kupigwa	kupigwa	Verb		base
kupima	kupima	Verb		base
kupimia	kupimia	Verb		base
kupimwa	kupimwa	Verb		base
kupita	kupita	Verb		base
kupitia	kupitia	Verb		base
kupokea	kupokea	Verb		base
kupokelewa	kupokelewa	Verb		base
kuponya	kuponya	Verb		base
kupotea	kupotea	Verb		base
kupoteza	kupoteza	Verb		base
kupotosha	kupotosha	Verb		base
kupumzika	kupumzika	Verb		base
kupungua	kupungua	Verb		base
kupuuza	kupuuza	Verb		base
kura	kura	Noun		base
kurejea	kurejea	Verb		base
kurejesha	kurejesha	Verb		base
kurejeshwa	kurejeshwa	Verb		base
kurekebisha	kurekebisha	Verb		base
kuridhika	kuridhika	Verb		base
kurithi	kurithi	Verb		base
kurudi	kurudi	Verb		base
kurudiana	kurudiana	Verb		base
kurudisha	kurudisha	Verb		base
kuruka	kuruka	Verb		base
kurunzi	kurunzi	Noun		base
kusababisha	kusababisha	Verb		base
kusafiri	safiri	Verb		unimorph
kusafisha	kusafisha	Verb		base
kusafishwa	kusafishwa	Verb		base
kusaga	kusaga	Verb		base
kusahau	kusahau	Verb		base
kusahihisha	kusahihisha	Verb		base
kusaidia	kusaidia	Verb		base
kusali	kusali	Verb		base
kusalimia	kusalimia	Verb		base
kusalitiana	kusalitiana	Verb		base
kusambaa	kusambaa	Noun		base
kusamehe	kusamehe	Verb		base
kusamehewa	kusamehewa	Verb		base
kusanya	kusanya	Verb		base
kusanyeni	kusanyeni	Unknown		base
kusanyikeni	kusanyikeni	Unknown		base
kusanywa	kusanywa	Verb		base
kusema	kusema	Verb		base
kusemezana	kusemezana	Verb		base
kusemwa	kusemwa	Verb		base
kushangaa	kushangaa	Verb		base
kushangaza	kushangaza	Verb		base
kushangazwa	kushangazwa	Verb		base
kushangilia	kushangilia	Verb		base
kushauriana	kushauriana	Verb		base
kushauriwa	kushauriwa	Verb		base
kushawishi	kushawishi	Verb		base
kushawishika	kushawishika	Verb		base
kushawishiwa	kushawishiwa	Verb		base
kusherehekea	kusherehekea	Verb		base
kushiba	kushiba	Verb		base
kushika	kushika	Verb		base
kushikamana	kushikamana	Verb		base
kushikilia	kushikilia	Verb		base
kushinda	kushinda	Verb		base
kushindana	kushindana	Verb		base
kushindikana	kushindikana	Verb		base
kushindwa	kushindwa	Verb		base
kushiriki	kushiriki	Verb		base
kushirikiana	kushirikiana	Verb		base
kushoto	kushoto	Adverb		base
kushughulikia	kushughulikia	Verb		base
kushuhudia	kushuhudia	Verb		base
kushuka	kushuka	Verb		base
kushukuru	kushukuru	Verb		base
kusikia	kusikia	Verb		base
kusikika	kusikika	Verb		base
kusikiliza	kusikiliza	Verb		base
kusikilizwa	kusikilizwa	Verb		base
kusikitika	kusikitika	Verb		base
kusikiwa	kusikiwa	Verb		base
kusimama	kusimama	Verb		base
kusimamia	kusimamia	Verb		base
kusimulia	kusimulia	Verb		base
kusindika	kusindika	Verb		base
kusini	kusini	Adjective		base
kusitisha	kusitisha	Verb		base
kusoma	soma	Verb		unimorph
kusomwa	kusomwa	Verb		base
kusononeka	kusononeka	Verb		base
kustaajabia	kustaajabia	Verb		base
kustaajabu	kustaajabu	Verb		base
kustahili	kustahili	Verb		base
kustahimili	kustahimili	Verb		base
kustarehe	kustarehe	Verb		base
kusubiri	kusubiri	Verb		base
kusubiria	kusubiria	Verb		base
kusudi	kusudi	Verb		base
kusudio	kusudio	Noun		base
kusujudu	kusujudu	Verb		base
kusuka	kusuka	Verb		base
kuta	ukuta	Noun	Number=Plural	wiktionary
kutaabika	kutaabika	Verb		base
kutabiri	kutabiri	Verb		base
kutafakari	kutafakari	Verb		base
kutafsiri	kutafsiri	Verb		base
kutafuta	kutafuta	Verb		base
kutahiriwa	kutahiriwa	Verb		base
kutaka	kutaka	Verb		base
kutamani	kutamani	Verb		base
kutambua	kutambua	Verb		base
kutandaza	kutandaza	Verb		base
kutangaza	kutangaza	Verb		base
kutarajia	kutarajia	Verb		base
kutawala	kutawala	Verb		base
kutazama	kutazama	Verb		base
kutegemea	kutegemea	Verb		base
kuteka	kuteka	Verb		base
kutekeleza	kutekeleza	Verb		base
kuteketea	kuteketea	Verb		base
kuteketeza	kuteketeza	Verb		base
kutema	kutema	Verb		base
kutembea	kutembea	Verb		base
kutenda	kutenda	Verb		base
kutendeka	kutendeka	Verb		base
kutengeneza	kutengeneza	Verb		base
kutengwa	kutengwa	Verb		base
kuteremka	kuteremka	Verb		base
kuteseka	kuteseka	Verb		base
kuteswa	kuteswa	Verb		base
kutetemeka	kutetemeka	Verb		base
kuthibitisha	kuthibitisha	Verb		base
kuthibitishwa	kuthibitishwa	Verb		base
kuthubutu	kuthubutu	Noun		base
kutia	kutia	Verb		base
kutii	kutii	Verb		base
kutimia	kutimia	Verb		base
kutimilika	kutimilika	Verb		base
kutimiza	kutimiza	Verb		base
kutimizwa	kutimizwa	Verb		base
kutisha	kutisha	Verb		base
kutiwa	kutiwa	Verb		base
kutoa	kutoa	Verb		base
kutoamini	kutoamini	Unknown		base
kutoandaa	kutoandaa	Unknown		base
kutofautisha	kutofautisha	Verb		base
kutoharibika	kutoharibika	Unknown		base
kutoheshimiwa	kutoheshimiwa	Unknown		base
kutojua	kutojua	Unknown		base
kutoka	kutoka	Verb		base
kutokana	kutokana	Verb		base
kutokea	kutokea	Verb		base
kutokufa	kutokufa	Unknown		base
kutokuja	kutokuja	Unknown		base
kutokula	kutokula	Unknown		base
kutokuwa	kutokuwa	Unknown		base
kutokwa	kutokwa	Verb		base
kutolala	kutolala	Unknown		base
kutolewa	kutolewa	Verb		base
kutooa	kutooa	Unknown		base
kutoogopa	kutoogopa	Unknown		base
kutoroka	kutoroka	Verb		base
kutosha	kutosha	Verb		base
kutotahiriwa	kutotahiriwa	Unknown		base
kutotenda	kutotenda	Unknown		base
kutotii	kutotii	Unknown		base
kutoweka	kutoweka	Verb		base
kutu	kutu	Noun		base
kutubu	kutubu	Unknown		base
kutuhumiwa	kutuhumiwa	Verb		base
kutukuza	kutukuza	Verb		base
kutulia	kutulia	Verb		base
kutumainiwa	kutumainiwa	Verb		base
kutumia	kutumia	Verb		base
kutumika	kutumika	Verb		base
kutumikia	kutumikia	Verb		base
kutumiwa	kutumiwa	Verb		base
kutumwa	kutumwa	Verb		base
kutunga	kutunga	Verb		base
kutunza	kutunza	Verb		base
kutunzwa	kutunzwa	Verb		base
kutupa	kutupa	Verb		base
kutupwa	kutupwa	Verb		base
kutwa	kutwa	Adverb		base
kuu	kuu	Adjective		base
kuua	kuua	Verb		base
kuuawa	kuuawa	Verb		base
kuugua	kuugua	Verb		base
kuukuu	kuukuu	Adjective		base
kuuliza	kuuliza	Verb		base
kuumbwa	kuumbwa	Verb		base
kuume	kuume	Unknown		base
kuumwa	kuumwa	Verb		base
kuungana	kuungana	Verb		base
kuunganisha	kuunganisha	Verb		base
kuunganishwa	kuunganishwa	Verb		base
kuungua	kuungua	Verb		base
kuunguza	kuunguza	Verb		base
kuuza	kuuza	Verb		base
kuuzwa	kuuzwa	Verb		base
kuvaa	kuvaa	Verb		base
kuvamiwa	kuvamiwa	Verb		base
kuvua	kuvua	Verb		base
kuvuka	kuvuka	Verb		base
kuvuliwa	kuvuliwa	Verb		base
kuvuma	kuvuma	Verb		base
kuvumilia	kuvumilia	Verb		base
kuvuna	kuvuna	Verb		base
kuvunja	kuvunja	Verb		base
kuvunjika	kuvunjika	Verb		base
kuvunjwa	kuvunjwa	Verb		base
kuvutwa	kuvutwa	Verb		base
kuwa	kuwa	Verb		base
kuwaambia	kuwaambia	Verb		base
kuwahi	kuwahi	Verb		base
kuwajibika	kuwajibika	Verb		base
kuwaka	kuwaka	Verb		base
kuwakilisha	kuwakilisha	Verb		base
kuwako	kuwako	Unknown		base
kuwapa	kuwapa	Verb		base
kuwapo	kuwapo	Unknown		base
kuwasha	kuwasha	Verb		base
kuwashwa	kuwashwa	Verb		base
kuwasilisha	kuwasilisha	Verb		base
kuwaza	kuwaza	Verb		base
kuweka	kuweka	Verb		base
kuwekea	kuwekea	Verb		base
kuwekewa	kuwekewa	Verb		base
kuwekwa	kuwekwa	Verb		base
kuweni	kuweni	Unknown		base
kuwepo	kuwepo	Noun		base
kuweza	kuweza	Verb		base
kuwika	kuwika	Verb		base
kuwili	kuwili	Adjective		base
kuza	kuza	Verb		base
kuzaa	kuzaa	Verb		base
kuzalisha	kuzalisha	Verb		base
kuzaliwa	kuzaliwa	Verb		base
kuzama	kuzama	Verb		base
kuzamishwa	kuzamishwa	Verb		base
kuzidi	kuzidi	Verb		base
kuzidisha	kuzidisha	Verb		base
kuzika	kuzika	Verb		base
kuzikwa	kuzikwa	Verb		base
kuzimia	kuzimia	Verb		base
kuzimika	kuzimika	Verb		base
kuzimu	kuzimu	Noun		base
kuzingatia	kuzingatia	Verb		base
kuzini	kuzini	Verb		base
kuzuia	kuzuia	Verb		base
kuzunguka	kuzunguka	Verb		base
kuzungumza	kuzungumza	Verb		base
kuzungumzia	kuzungumzia	Verb		base
kwa	kwa	Particle		base
kwafaa	kwafaa	Unknown		base
kwake	ake	Adjective	Number=Plural	unimorph
kwako	ako	Adjective	Number=Plural	unimorph
kwakua	kwakua	Unknown		base
kwamba	amba	Verb		unimorph
kwangu	angu	Adjective	Number=Plural	unimorph
kwani	kwani	Adverb		base
kwanini	kwanini	Adverb		base
kwanza	kwanza	Adjective		base
kwao	ao	Adjective	Number=Plural	unimorph
kwasababu	kwasababu	Adverb		base
kweli	kweli	Noun		base
kwelikweli	kwelikweli	Adverb		base
kwenda	enda	Verb		unimorph
kwenu	enu	Adjective	Number=Plural	unimorph
kwenye	kwenye	Particle		base
kwetu	etu	Adjective	Number=Plural	unimorph
kwingi	ingi	Adjective	Number=Plural	unimorph
kwisha	kwisha	Verb		base
la	la	Verb		base
laana	laana	Noun		base
labda	labda	Adverb		base
ladha	ladha	Noun		base
lafudhi	lafudhi	Noun		base
lahaja	lahaja	Noun		base
laini	laini	Adjective		base
laiti	laiti	Particle		base
lake	ake	Adjective	Number=Singular	unimorph
laki	laki	Numeral		base
lakini	lakini	Coordinating connective		base
lako	ako	Adjective	Number=Singular	unimorph
lalamiko	lalamiko	Noun		base
lama	lama	Noun		base
lango	lango	Noun		base
langu	angu	Adjective	Number=Singular	unimorph
lao	ao	Adjective	Number=Singular	unimorph
lasema	lasema	Unknown		base
lawama	lawama	Noun		base
laweza	laweza	Unknown		base
lazima	lazima	Noun		base
lengo	lengo	Noun		base
lenu	enu	Adjective	Number=Singular	unimorph
lenye	lenye	Particle		base
lenyewe	enyewe	Adjective	Number=Singular	unimorph
leo	leo	Adverb		base
leso	leso	Noun		base
leta	leta	Verb		base
leteni	leteni	Verb		base
letu	etu	Adjective	Number=Singular	unimorph
lewa	lewa	Verb		base
li	li	Verb		base
liambie	ambia	Verb	Mood=Indicative;Tense=Past;Person=Third;Number=Singular	unimorph
libya	libya	Proper noun		base
licha	licha	Adverb		base
lieni	lieni	Unknown		base
lijalo	lijalo	Unknown		base
lijamu	lijamu	Noun		base
likaja	ja	Verb	Mood=Indicative;Person=Third;Number=Singular	unimorph
liko	liko	Verb		base
lile	le	Adjective	Number=Singular	unimorph
lilete	leta	Verb	Mood=Indicative;Tense=Past;Person=Third;Number=Singular	unimorph
lina	lina	Verb		base
linafaa	faa	Verb	Mood=Indicative;Person=Third;Number=Singular	unimorph
linaongea	ongea	Verb	Mood=Indicative;Person=Third;Number=Singular	unimorph
linda	linda	Verb		base
lingine	lingine	Adjective		base
lini	lini	Adverb		base
lipi	lipi	Unknown		base
lisha	lisha	Verb		base
lisilo	lisilo	Determiner		base
litaleta	leta	Verb	Mood=Indicative;Tense=Future;Person=Third;Number=Singular	unimorph
liwali	liwali	Noun		base
liwe	liwe	Verb		base
lo	lo	Interjection		base
lolote	lolote	Adjective		base
lote	ote	Adjective	Number=Singular	unimorph
lugha	lugha	Noun		base
luka	luka	Proper noun		base
lulu	lulu	Noun		base
maadamu	maadamu	Coordinating connective		base
maadui	adui	Noun	Number=Plural	wiktionary
maafa	afa	Verb	Number=Plural	wiktionary
maafisa	afisa	Noun	Number=Plural	wiktionary
maagano	agano	Noun	Number=Plural	wiktionary
maagizo	agizo	Noun	Number=Plural	wiktionary
maajabu	ajabu	Noun	Number=Plural	wiktionary
maakida	akida	Noun	Number=Plural	wiktionary
maalum	maalum	Adjective		base
maalumu	maalumu	Adjective		base
maamuzi	maamuzi	Noun		base
maana	maana	Noun		base
maandalio	maandalio	Noun		base
maandalizi	maandalizi	Noun		base
maandamano	maandamano	Noun		base
maandiko	andiko	Noun	Number=Plural	wiktionary
maandishi	maandishi	Noun		base
maangamizi	maangamizi	Noun		base
maanisha	maanisha	Verb		base
maarifa	maarifa	Noun		base
maarufu	maarufu	Adjective		base
maasi	maasi	Noun		base
maaskari	askari	Noun	Number=Plural	wiktionary
mababu	babu	Noun	Number=Plural	wiktionary
mabaharia	baharia	Noun	Number=Plural	wiktionary
mabaki	baki	Verb	Number=Plural	wiktionary
mabakuli	bakuli	Noun	Number=Plural	wiktionary
mabaraza	mabaraza	Unknown		base
mabawa	mabawa	Noun		base
mabaya	baya	Adjective	Number=Plural	unimorph
mabichi	bichi	Adjective	Number=Plural	unimorph
mabikira	bikira	Noun	Number=Plural	wiktionary
mabinti	binti	Noun	Number=Plural	wiktionary
mabishano	mabishano	Noun		base
mabubu	bubu	Noun	Number=Plural	wiktionary
mabwana	bwana	Noun	Number=Plural	wiktionary
machache	chache	Adjective	Number=Plural	unimorph
machafu	chafu	Adjective	Number=Plural	unimorph
machafuko	machafuko	Noun		base
machela	machela	Noun		base
machipukizi	chipukizi	Noun	Number=Plural	wiktionary
macho	jicho	Noun	Number=Plural	wiktionary
machoni	machoni	Noun		base
machozi	chozi	Noun	Number=Plural	wiktionary
machungu	chungu	Adjective	Number=Plural	unimorph
madaraka	daraka	Noun	Number=Plural	wiktionary
madeni	deni	Noun	Number=Plural	wiktionary
madhabahu	madhabahu	Noun		base
madhara	dhara	Noun	Number=Plural	wiktionary
madhehebu	dhehebu	Noun	Number=Plural	wiktionary
maelekezo	maelekezo	Noun		base
maelezo	elezo	Noun	Number=Plural	wiktionary
maelfu	elfu	Numeral	Number=Plural	wiktionary
maendeleo	maendeleo	Noun		base
maeneo	eneo	Noun	Number=Plural	wiktionary
mafanikio	mafanikio	Noun		base
mafu	afu	Noun	Number=Plural	wiktionary
mafumbo	fumbo	Noun	Number=Plural	wiktionary
mafundi	fundi	Noun	Number=Plural	wiktionary
mafundisho	mafundisho	Noun		base
mafungu	fungu	Noun	Number=Plural	wiktionary
mafunzo	funzo	Noun	Number=Plural	wiktionary
mafuriko	mafuriko	Noun		base
mafuta	mafuta	Noun		base
magaidi	gaidi	Noun	Number=Plural	wiktionary
magamba	gamba	Noun	Number=Plural	wiktionary
maganda	ganda	Noun	Number=Plural	wiktionary
magari	gari	Noun	Number=Plural	wiktionary
magereza	gereza	Noun	Number=Plural	wiktionary
mageuzi	mageuzi	Noun		base
magharibi	magharibi	Adjective		base
magonjwa	gonjwa	Adjective	Number=Plural	unimorph
magoti	goti	Noun	Number=Plural	wiktionary
magugu	gugu	Noun	Number=Plural	wiktionary
magumu	gumu	Adjective	Number=Plural	unimorph
magunia	gunia	Noun	Number=Plural	wiktionary
mahakama	mahakama	Noun		base
mahakamani	mahakamani	Noun		base
mahakimu	hakimu	Noun	Number=Plural	wiktionary
mahala	mahala	Noun		base
mahali	mahali	Noun		base
mahekalu	hekalu	Noun	Number=Plural	wiktionary
mahema	hema	Noun	Number=Plural	wiktionary
mahitaji	uhitaji	Noun	Number=Plural	wiktionary
mahubiri	mahubiri	Noun		base
mahuru	huru	Adjective	Number=Plural	wiktionary
mahusiano	husiano	Noun	Number=Plural	wiktionary
maili	maili	Noun		base
maisha	maisha	Noun		base
maishani	maishani	Noun		base
maiti	maiti	Noun		base
majadiliano	majadiliano	Noun		base
majambazi	jambazi	Noun	Number=Plural	wiktionary
majani	jani	Noun	Number=Plural	wiktionary
majemadari	majemadari	Unknown		base
majengo	jengo	Noun	Number=Plural	wiktionary
majeraha	jeraha	Noun	Number=Plural	wiktionary
majeshi	jeshi	Noun	Number=Plural	wiktionary
maji	maji	Noun		base
majibizano	majibizano	Noun		base
majibu	jibu	Verb	Number=Plural	wiktionary
majimbo	jimbo	Noun	Number=Plural	wiktionary
majina	jina	Noun	Number=Plural	wiktionary
majini	jini	Noun	Number=Plural	wiktionary
majira	jira	Noun	Number=Plural	wiktionary
majirani	jirani	Noun	Number=Plural	wiktionary
majivu	jivu	Noun	Number=Plural	wiktionary
majivuno	majivuno	Noun		base
majumbani	majumbani	Noun		base
majuto	juto	Noun	Number=Plural	wiktionary
makaa	kaa	Noun	Number=Plural	wiktionary
makabila	kabila	Noun	Number=Plural	wiktionary
makaburi	kaburi	Noun	Number=Plural	wiktionary
makaburini	makaburini	Noun		base
makahaba	kahaba	Noun	Number=Plural	wiktionary
makali	kali	Adjective	Number=Plural	unimorph
makamanda	kamanda	Noun	Number=Plural	wiktionary
makanisa	kanisa	Noun	Number=Plural	wiktionary
makao	kao	Noun	Number=Plural	wiktionary
makapi	kapi	Noun	Number=Plural	wiktionary
makazi	makazi	Noun		base
makinda	kinda	Noun	Number=Plural	wiktionary
makini	makini	Noun		base
makochi	kochi	Noun	Number=Plural	wiktionary
makofi	kofi	Noun	Number=Plural	wiktionary
makombo	makombo	Noun		base
makoo	koo	Noun	Number=Plural	wiktionary
makosa	kosa	Noun	Number=Plural	wiktionary
makubaliano	makubaliano	Noun		base
makubwa	kubwa	Adjective	Number=Plural	unimorph
makuhani	kuhani	Noun	Number=Plural	wiktionary
makumi	kumi	Numeral	Number=Plural	wiktionary
makundi	kundi	Noun	Number=Plural	wiktionary
makusudi	kusudi	Verb	Number=Plural	wiktionary
makuu	kuu	Adjective	Number=Plural	unimorph
malaika	malaika	Noun		base
malalamiko	lalamiko	Noun	Number=Plural	wiktionary
malango	lango	Noun	Number=Plural	wiktionary
mali	mali	Proper noun		base
malipo	malipo	Noun		base
maliwali	liwali	Noun	Number=Plural	wiktionary
maliza	maliza	Verb		base
malkia	malkia	Noun		base
malumbano	malumbano	Noun		base
mama	mama	Noun		base
mamaye	mamaye	Noun		base
mambo	jambo	Noun	Number=Plural	wiktionary
mamia	mamia	Noun		base
mamlaka	mamlaka	Noun		base
mamoja	mamoja	Unknown		base
manabii	nabii	Noun	Number=Plural	wiktionary
manane	manane	Adjective		base
maneno	neno	Noun	Number=Plural	wiktionary
manjano	manjano	Noun		base
manne	manne	Adjective		base
mantiki	mantiki	Noun		base
manufaa	manufaa	Noun		base
manukato	nukato	Noun	Number=Plural	wiktionary
manyoya	unyoya	Noun	Number=Plural	wiktionary
