target	source	prob	count
hizmetkarını	releasing	1.0	1
hizmetkâr	servant	0.8	28
hizmetkâra	doing	0.5	1
hizmetkârlar	servants	0.5556	5
hizmetkârlara	finds	0.25	1
hizmetkârlardan	going	1.0	1
hizmetkârlardır	apollos	1.0	1
hizmetkârlarla	overseers	1.0	1
hizmetkârları	servants	0.8889	16
hizmetkârlarıdır	following	0.5	1
hizmetkârlarım	fight	1.0	1
hizmetkârlarıma	jezebel	1.0	1
hizmetkârlarımın	handmaidens	1.0	1
hizmetkârların	bondservants	0.5	1
hizmetkârlarına	servants	0.5	3
hizmetkârlarından	relative	0.5	1
hizmetkârlarını	servants	0.5	4
hizmetkârlarının	conducting	1.0	1
hizmetkârlarınız	ourselves	1.0	1
hizmetkârlarınıza	equal	1.0	1
hizmetkârlarıyken	free	1.0	1
hizmetkârlarıyla	accounts	1.0	1
hizmetkârlarız	duty	1.0	1
hizmetkârı	servant	0.9355	29
hizmetkârıdır	avenger	1.0	1
hizmetkârım	bondservant	0.4	2
hizmetkârıma	placed	1.0	1
hizmetkârın	beelzebul	0.1667	1
hizmetkârına	bondservants	0.2	1
hizmetkârından	hired	1.0	1
hizmetkârını	share	0.3333	2
hizmetkârının	drew	0.25	1
hizmetkârınız	epaphroditus	0.3333	1
hizmetler	kinds	1.0	1
hizmetlerini	accomplishing	0.5	1
hizmetse	teaches	1.0	1
hizmette	ministry	0.3333	2
hizmetten	benefit	1.0	1
hizmetçi	girl	0.2857	2
hizmetçime	goes	1.0	1
hizmetçisi	bondservant	1.0	2
hiç	no	0.5603	79
hiçbir	no	0.4653	67
hiçbiri	none	0.5714	8
hiçbirimiz	dies	1.0	1
hiçbirimizden	reach	1.0	1
hiçbirine	zarephath	1.0	1
hiçbirini	case	0.3333	1
hiçbirinin	belonged	0.1429	1
hiçbiriniz	none	0.4	2
hiçbirinizde	falling	1.0	1
hiçbirinize	travail	1.0	2
hiçbirinizi	crispus	1.0	1
hiçbirinizin	diligence	0.5	1
hiçe	discernment	0.125	1
hiçim	mysteries	1.0	1
hiçken	deceives	1.0	1
hiçtir	obligated	0.5	2
homurdandılar	grumbled	0.5	1
homurdanıp	murmured	1.0	1
hor	despise	0.8125	13
horazin	chorazin	1.0	2
horoz	rooster	1.0	13
hozana	hosanna	1.0	6
hoş	aroma	0.25	3
hoşea	hosea	1.0	1
hoşgörüsünün	forbearance	1.0	1
hoşgörüyorsun	jezebel	1.0	1
hoşlanan	feasts	1.0	2
hoşlananların	unrighteousness	1.0	1
hoşnudum	bodily	0.5	1
hoşnut	please	0.2683	11
hoşnutsuzluğuna	drove	1.0	1
hoşnutum	majestic	1.0	1
hoşuna	danced	1.0	2
hoşçakal	accusations	1.0	1
hristiyan	christian	1.0	2
hristiyanlar	christians	1.0	1
hukukçu	zenas	1.0	1
huylu	gentle	1.0	3
huylulara	gentle	1.0	1
huyluluk	gentleness	1.0	1
huyluluğun	gentleness	1.0	1
huyluluğunda	conduct	1.0	1
huzur	find	1.0	1
huzurlu	tranquil	1.0	1
huzursuz	unsettling	1.0	1
huzuruna	access	0.3333	1
huzurunda	prejudice	0.5	1
hâkim	sober	0.6667	2
hâkimiyetinin	dominion	1.0	1
hâkimler	samuel	1.0	1
hâkimleriniz	beelzebul	1.0	1
hâlâ	still	0.7241	21
hücrede	cell	1.0	1
hükmedeceksiniz	regeneration	1.0	1
hükmetmek	jesse	1.0	1
hükmetmiyorsunuz	judge	1.0	1
hükmettiler	blasphemy	1.0	1
hükmettin	correctly	1.0	1
hükmü	ordinance	1.0	1
hükmünün	fifteenth	1.0	1
hüküm	reign	0.5714	16
hükümdar	prince	1.0	1
hükümdarları	princes	1.0	1
hükümdarlarına	wrestling	1.0	1
hükümdarı	prince	1.0	3
hükümdarına	course	1.0	1
hükümranlıklar	dominions	1.0	1
hükümranlıklara	manifold	1.0	1
hükümranlıkları	triumphing	1.0	1
hükümranlıkların	dominion	1.0	1
hükümranlığın	principality	1.0	1
hükümsüz	annul	0.5	1
hüngür	kissed	1.0	2
hırs	selfish	1.0	2
hırsla	sorrows	1.0	1
hırsız	thief	0.9091	10
hırsızlar	thieves	1.0	2
hırsızların	rust	1.0	1
hırsızlık	thefts	0.6	3
hırsızın	watched	1.0	2
hızla	quickly	0.4	2
hızlı	destructive	1.0	1
hızlıca	consoling	1.0	1
iblis	demon	0.6667	12
iblise	possessed	0.9091	10
iblisi	cured	0.25	1
iblisler	ashore	0.5	1
iblislerden	clothed	1.0	1
iblislerdendir	demonic	1.0	1
iblislere	fellowship	0.5	1
iblisleri	demons	1.0	13
iblislerin	demons	0.625	5
ibslislerin	beelzebul	1.0	1
idam	criminals	1.0	1
idare	urged	1.0	1
idaresi	administration	1.0	1
iddasına	affirmed	1.0	1
iddia	slanderously	1.0	1
idi	publicly	1.0	1
idiler	dragging	1.0	1
idiyse	boasted	0.5	1
iftira	slander	1.0	3
iftiracı	boastful	0.5	1
iftiracılar	drunkards	1.0	1
iftirayla	habits	1.0	1
ihanet	betrayed	0.4615	12
ihmal	neglect	0.5	1
ihtiyaca	corrupt	1.0	1
ihtiyacı	need	0.375	6
ihtiyacım	need	0.5	2
ihtiyacımız	tore	0.4	2
ihtiyacına	distributed	0.5	1
ihtiyacınız	need	0.6667	4
ihtiyacınızı	supply	1.0	1
ihtiyar	thrones	0.4	2
ihtiyara	accusation	1.0	1
ihtiyardan	elder	1.0	2
ihtiyarla	hallelujah	1.0	1
ihtiyarlar	elders	1.0	19
ihtiyarlara	elder	0.2857	2
ihtiyarlardan	greetings	1.0	1
ihtiyarlarla	amount	0.5	1
ihtiyarları	elders	1.0	9
ihtiyarların	creatures	0.6667	4
ihtiyarlarını	anointing	0.3333	1
ihtiyaç	need	0.875	7
ihtiyaçları	illuminate	0.3333	1
ihtiyaçlarına	contributing	1.0	1
ihtiyaçlarını	lack	1.0	1
ihtişamlı	majestic	1.0	1
iken	steps	0.3333	1
ikgili	nazarene	1.0	1
iki	two	0.5843	104
ikinci	second	1.0	26
ikincisi	sapphire	0.6667	2
ikincisine	faultless	1.0	1
ikisi	joined	0.2	2
ikisinden	prayed	0.5	1
ikisini	separation	0.2222	2
ikisinin	advanced	1.0	1
ikiye	torn	0.5	3
ikiyüzlü	hypocrite	0.6667	2
ikiyüzlüler	hypocrites	1.0	16
ikiyüzlülerle	grinding	1.0	1
ikiyüzlülük	outwardly	0.5	1
ikiyüzlülükten	meanwhile	1.0	1
ikiyüzlülüğü	branded	0.5	1
ikiyüzlülüğün	hypocrisy	1.0	1
ikiyüzlülüğüne	hypocrisy	1.0	2
ikişer	seventy	0.5	2
ikna	persuaded	0.2941	5
iknayla	persuasion	1.0	1
ilah	lords	0.5	1
ilahi	sing	0.3333	2
ilahiler	admonishing	0.5	1
ilahilerle	congregation	0.3333	1
ilahı	blinded	1.0	1
ilan	proclaim	0.4444	4
ilden	province	1.0	1
ile	turn	0.0909	4
ileri	chief	0.3333	8
ileride	forgetting	1.0	1
ilerideydim	advanced	1.0	1
ilerledi	advanced	0.3333	1
ilerlediğini	wholly	1.0	1
ilerlemeniz	finally	0.5	1
ilerlemenizi	exhort	1.0	1
ilerlemişti	advanced	1.0	1
ilerleyelim	perfection	1.0	1
ilerleyerek	havens	1.0	1
ilerleyince	mending	1.0	1
ilerleyip	ahead	1.0	1
iletenler	announced	1.0	1
iletilen	certainty	1.0	1
iletilmek	plenty	1.0	1
iletin	epaenetus	0.5	1
iletirmiş	supplies	1.0	1
iletti	jailer	1.0	1
ilettikleri	eyewitnesses	1.0	1
ilettiler	decrees	1.0	1
ilettim	scriptures	1.0	1
ilettiğim	traditions	1.0	1
ilettiğimi	betrayed	1.0	1
ilgilendi	wounds	1.0	1
ilgilendiği	cared	1.0	1
ilgilenebilir	rule	1.0	1
ilgilenir	concerned	0.6667	2
ilgili	concerning	0.3768	26
ilginiz	length	1.0	1
ilginizin	earnest	1.0	1
ilgisi	hour	0.5	1
ilgiyi	length	1.0	1
ilgiyle	accepted	0.5	1
ilikle	active	1.0	1
ilişkileri	dealings	1.0	1
ilişkin	atonement	0.1429	1
ilişkinizi	note	1.0	1
ilişkisini	arm	1.0	1
ilişkiyi	function	1.0	2
ilk	first	0.7941	54
ilke	lewdness	1.0	1
ilkelere	miserable	1.0	1
ilkeleri	elemental	1.0	1
ilkelerini	rudiments	1.0	1
ilkelerinin	perfection	1.0	1
ilkeyle	extent	1.0	1
ilki	proclaim	1.0	1
ilkin	messiah	0.5	1
ilkinden	state	0.5	3
ilkini	obsolete	1.0	1
illeti	sickness	1.0	3
ilâh	almost	1.0	1
ilâhlar	gods	1.0	2
ilâhlara	gods	1.0	1
ilâhlarsınız	gods	1.0	1
ilâhları	epicurean	1.0	1
ilâhların	almost	1.0	1
ilâhın	shouted	1.0	1
iman	believe	0.36	81
imana	apostleship	0.2	1
imanda	faith	0.7778	14
imandan	faith	0.2857	4
imandandır	sure	1.0	1
imandır	amounts	1.0	1
imanla	faith	1.0	30
imanları	encircled	1.0	1
imanlı	unlearned	0.2222	2
imanlılar	assembly	0.3333	4
imanlılara	authorities	0.3333	1
imanlılarda	admired	1.0	1
imanlılardır	benefit	1.0	1
imanlıları	ravaged	1.0	1
imanlıların	consenting	0.5	1
imanlıysa	benefit	1.0	1
imansız	faithless	0.5	2
imansızdan	provide	1.0	1
imansızların	blinded	0.5	1
imansızlık	graft	1.0	1
imansızlıkla	waver	1.0	1
imansızlıkları	conceited	0.3333	1
imansızlıktan	blasphemer	1.0	1
imansızlığın	falling	1.0	1
imanı	faith	1.0	17
imanım	mysteries	1.0	1
imanımı	show	0.5	1
imanımız	differing	1.0	1
imanımıza	common	1.0	1
imanımızı	perfecter	1.0	1
imanın	faith	0.7857	11
imanından	sure	1.0	1
imanını	faith	0.1818	2
imanının	listening	1.0	1
imanınız	faith	0.7333	11
imanınıza	adding	1.0	1
imanınızda	undergoing	1.0	1
imanınızdan	persecutions	1.0	1
imanınızdır	victory	1.0	1
imanınızı	saints	0.4	2
imanınızın	endurance	0.2	1
imanıyla	encouraged	1.0	1
imkânsız	impossible	1.0	2
imkânsızdır	bulls	0.5	1
imkânınız	completion	1.0	1
in	cross	0.4	2
inan	mountain	0.5	1
inanabilirsen	possible	1.0	1
inanacaksınız	earthly	1.0	1
inanalım	insulted	1.0	1
inanan	possible	1.0	1
inananlar	prophesying	0.6667	2
inanarak	belief	0.5	1
inanca	tightly	1.0	1
inancı	drusilla	0.5	1
inancımla	progress	1.0	1
inancımızın	strictest	1.0	1
inancın	confession	1.0	1
inancında	advanced	1.0	1
inancını	libya	1.0	1
inancınıza	proselyte	1.0	1
inandı	arm	0.25	1
inandık	remains	1.0	1
inandıkları	commended	1.0	1
inandıklarında	preaching	1.0	1
inandılar	prostitutes	1.0	1
inandın	believed	1.0	1
inandınız	admired	1.0	1
inandığımı	guard	1.0	1
inandığımız	asleep	1.0	1
inandığın	centurion	1.0	1
inanmadı	disbelieved	1.0	1
inanmadılar	disbelieved	0.25	1
inanmadın	proper	1.0	1
inanmadınız	reasoned	0.75	3
inanmalarını	baptism	1.0	1
inanmalıdır	rewarder	1.0	1
inanmam	print	1.0	1
inanmamışlardı	hardness	1.0	1
inanmamıştır	liar	1.0	1
inanmayacaksınız	believe	1.0	1
inanmayacağınız	scoffers	1.0	1
inanmayan	liar	0.3333	1
inanmayanlar	prophesying	0.6667	2
inanmayanı	sayings	1.0	1
inanmayın	tells	0.5	2
inanmayıp	wondered	1.0	1
inanmazsanız	earthly	1.0	1
inanmıyor	lives	1.0	1
inanmıyordu	join	1.0	1
inanmıyorsunuz	believe	0.5	1
inanmış	andronicus	0.5	1
inanmışsın	corrector	1.0	1
inansınlar	choice	0.5	1
inanç	fatherless	1.0	1
inançları	affirmed	1.0	1
inançlı	devout	0.75	6
inançsız	unbelieving	1.0	1
inançsızlıklarına	unbelief	1.0	1
inanılmaz	incredible	1.0	1
inanın	believe	0.5	1
inanıp	number	0.5	1
inanır	hopes	1.0	1
inanırlar	rock	1.0	1
inanırsa	doubt	1.0	1
inanıyor	agrippa	0.3333	1
inanıyorsun	shudder	0.5	1
inanıyorum	partly	0.3333	1
inanıyoruz	accompany	0.25	1
inatçı	traitors	1.0	1
ince	fine	1.0	5
incelerken	objects	1.0	1
inceleyerek	examining	1.0	1
inci	pearl	1.0	1
inciden	transparent	1.0	1
inciler	merchant	1.0	1
incileri	silk	1.0	1
incilerinizi	trample	1.0	1
incilerle	decked	0.6667	2
incir	fig	0.7895	15
incirlerini	dropping	1.0	1
inciydi	transparent	1.0	1
inciyi	pearl	1.0	1
indi	descended	0.1875	3
indiklerinde	met	0.5	1
indiklerini	hereafter	1.0	1
indiler	attalia	0.1667	1
indim	down	0.3333	1
indirdi	princes	1.0	1
indirdikten	jesse	1.0	1
indirdiler	hoisted	0.3333	1
indirecek	filling	0.5	1
indireceğim	discernment	1.0	1
indiren	pretending	1.0	1
indirildiğini	sheet	1.0	1
indirileceksin	hades	1.0	1
indirip	cloth	0.6667	2
indirmek	partook	1.0	1
indirmeye	ascend	1.0	1
indirsin	lowly	1.0	1
indiği	beginning	1.0	1
indiğinde	mountain	1.0	1
indiğini	descending	0.6	3
inecek	descend	1.0	2
ineceksin	remained	1.0	1
inen	chain	0.1	1
iner	stirring	1.0	1
inerken	reported	1.0	1
inerlerken	risen	1.0	2
ini	den	1.0	2
iniltilerini	groaning	1.0	1
iniltilerle	groanings	1.0	1
inince	compelled	0.5	1
inine	den	1.0	1
inip	judea	0.25	3
iniyor	steps	1.0	1
iniyordu	chance	0.5	1
iniz	swear	1.0	1
inkâr	deny	0.5385	21
inledi	groaned	1.0	1
inleri	foxes	1.0	2
inleyerek	groaning	1.0	2
inleyip	groans	1.0	1
inliyordu	tormented	1.0	1
inliyoruz	groan	1.0	3
inmemişti	fallen	1.0	1
inmesin	housetop	1.0	2
inmiş	ascended	0.25	1
insan	man	0.4638	32
insana	respect	0.2222	2
insanda	knew	1.0	1
insandan	passes	0.2857	2
insandı	ours	1.0	1
insandır	bridle	1.0	1
insani	terms	1.0	1
insanken	blasphemy	1.0	1
insanla	traded	1.0	1
insanlar	men	0.5385	28
insanlara	men	0.84	21
insanlardan	baptism	0.4	2
insanlardansa	withdraw	1.0	1
insanlardır	learning	1.0	1
insanlarla	dwelling	0.2857	2
insanları	pleasing	0.1875	3
insanların	men	0.7447	35
insanlarını	compare	1.0	1
insanlarıyla	queen	1.0	1
insanlık	flesh	0.5	1
insanlığa	appeared	0.5	1
insanlığı	afraid	1.0	1
insanoğlu	reply	0.3333	1
insanoğluna	reaching	1.0	1
insanoğullarına	generations	1.0	1
insansal	purposes	1.0	1
insanı	defile	0.2	3
insanım	myself	0.5	1
insanın	behind	0.0952	2
insanız	nature	1.0	1
insin	cross	0.5	1
insinler	accuse	1.0	1
intikam	vindication	1.0	1
inşa	ruins	1.0	1
iplerini	ropes	1.0	2
iplik	lilies	1.0	2
iptal	annul	1.0	1
iradesi	assarion	1.0	1
iradesine	predestined	0.3333	1
iradesinin	urgency	1.0	1
iri	garden	0.25	1
irili	books	1.0	1
irmaklarda	travels	1.0	1
ise	but	0.5119	43
iseler	hindrance	1.0	1
isem	futile	1.0	1
isen	hanged	0.1667	1
ishalden	dysentery	1.0	1
isim	abominations	0.3333	1
isimle	intend	1.0	1
isimler	blasphemous	1.0	1
israf	waste	1.0	1
issız	dark	1.0	1
istedi	asked	0.5556	10
istedik	hindered	1.0	1
istedikleri	distributed	0.3333	1
istediklerini	wanted	1.0	3
istediklerinin	decreed	1.0	1
istediler	asked	0.24	6
istedilerse	declined	1.0	1
istedim	earnestly	0.25	2
istediniz	murderer	0.5	1
istediyse	change	0.3333	1
istediği	reveal	0.25	2
istediğim	practice	0.5	2
istediğimden	accused	1.0	1
istediğimiz	petitions	1.0	1
istediğimize	honorably	1.0	1
istediğin	daughter	0.5	1
istediğini	behaving	0.3333	1
istediğiniz	whisperings	1.0	1
istediğinizi	asking	1.0	1
istek	dwells	0.5	1
istekle	examining	1.0	1
isteklendirebileceğimizi	provoke	1.0	1
isteklerini	desires	0.5	1
isteklerinizi	petition	1.0	1
istekleriyle	accord	1.0	1
istekli	completion	0.3333	1
isteklidir	temptation	1.0	2
istekte	arimathaea	0.5	1
istemedi	angry	0.1429	1
istemedim	necessity	1.0	1
istemedin	offering	0.5	1
istemediniz	chicks	1.0	1
istemediğim	dwells	0.5	1
istemediğimi	consent	1.0	1
istemediğin	dress	1.0	1
istemediğinden	intended	1.0	1
istemediğini	inquire	1.0	1
istemek	somewhat	1.0	1
istemem	ignorant	0.6	3
istemeniz	pleasure	1.0	1
istemeye	aloud	1.0	1
istemeyen	reign	0.5	1
istemeyin	goods	1.0	1
istemez	drunk	1.0	1
istemiyor	ramah	0.5	1
istemiyordu	notice	0.3333	1
istemiyorlardı	special	1.0	1
istemiyorsan	terror	1.0	1
istemiyorsunuz	covet	0.5	1
istemiyorum	ink	0.4	2
istemiyoruz	envoy	0.3333	1
istenecek	tonight	1.0	1
istenecektir	required	1.0	2
istenilen	stewards	1.0	1
ister	whether	0.6389	23
isterdi	licked	1.0	1
isterdim	desired	0.3333	1
isterdin	gift	1.0	1
isterim	desire	0.75	9
isteriz	mocked	0.3333	1
isterken	justified	0.3333	1
isterler	announced	0.3333	1
isterlerse	plague	0.5	1
istermiş	terrify	1.0	1
isterse	desires	0.4615	6
istersen	leper	0.3333	1
isterseniz	invites	0.3333	1
istersin	unleavened	0.5	2
istersiniz	barabbas	0.6667	2
istesem	refrain	1.0	1
istesin	liberally	0.5	1
isteyemez	legions	1.0	1
isteyen	desires	0.2083	5
isteyenden	runs	1.0	1
isteyeni	borrow	1.0	1
isteyenler	arise	0.25	1
isteyenlere	forbids	1.0	1
isteyenlerle	lead	1.0	1
isteyerek	desiring	0.4	2
isteyim	baptizer	1.0	1
isteyin	earnestly	1.0	3
isteyince	kish	1.0	1
isteyip	barabbas	0.3333	1
isteği	raise	0.1538	2
isteğim	remove	0.6667	2
isteğimi	myself	0.5	1
isteğimle	stewardship	1.0	2
isteğin	done	0.4	2
isteğinde	salutes	1.0	1
isteğinden	born	1.0	2
isteğine	decay	0.3333	1
isteğini	does	0.1304	3
isteğinin	assigned	0.3333	1
isteğiyle	apostle	0.4167	5
istiyor	deeply	0.1667	1
istiyordu	beheaded	0.3333	1
istiyorlar	zealously	0.3333	2
istiyormuş	somewhat	1.0	1
istiyorsa	trusts	1.0	1
istiyorsam	stay	1.0	2
istiyorsan	commandments	0.5	1
istiyorsanız	desire	0.5	1
istiyorsun	want	0.5	3
istiyorsunuz	want	0.5556	5
istiyorum	desire	0.2353	4
istiyoruz	bethsaida	0.25	1
isyan	excess	1.0	1
isyancılara	insurgents	1.0	1
isyandan	revolt	1.0	1
isyanında	riotously	1.0	1
itaat	obey	0.5938	19
itaatin	whomever	1.0	1
itaatine	imaginations	1.0	1
itaatini	remembers	1.0	1
itaatiniz	innocent	1.0	1
itaatiyle	obedience	1.0	1
itaatsiz	disobedient	0.6667	2
itaatsizdiniz	disobedience	1.0	1
itaatsizlerden	acceptable	1.0	1
itaatsizlik	disobedience	0.8	8
itaatsizliğe	disobedience	1.0	1
itaatsizliği	avenge	1.0	1
itaatsizliğinden	madness	1.0	1
itaatsizliğiyle	disobedience	1.0	2
itaatten	contribution	1.0	1
iterek	shipwreck	1.0	1
itibaren	began	0.1667	1
itibarsız	offended	0.5	1
itip	pushed	1.0	1
itiraf	confess	0.5714	4
itiraz	complaint	1.0	1
itiyor	jostle	1.0	1
iyi	good	0.63	126
iyice	fork	0.5	1
iyidir	causes	0.3182	7
iyilerin	unjust	1.0	1
iyileşecek	deadly	1.0	1
iyileşecektir	myself	0.5	1
iyileşeceğim	clothes	1.0	1
iyileşeceğine	physicians	1.0	1
iyileşen	cured	0.3333	1
iyileşir	roof	1.0	1
iyileşirdi	stirring	1.0	1
iyileşmek	listening	1.0	1
iyileşmeye	inquired	1.0	1
iyileşmiş	returning	1.0	1
iyileşmişti	intently	1.0	1
iyileşsin	point	1.0	1
iyileşti	fringe	0.2857	2
iyileştiler	tormented	1.0	1
iyileştin	happens	1.0	1
iyileştiniz	wounds	1.0	1
iyileştir	doubtless	1.0	1
iyileştirdi	healed	0.7895	15
iyileştirdiler	healing	0.5	1
iyileştirecek	committed	1.0	1
iyileştirecekti	sickness	1.0	1
iyileştireceğim	fox	0.5	1
iyileştiremediler	cure	1.0	1
iyileştiren	mat	1.0	1
iyileştirenin	well	1.0	1
iyileştirerek	healing	0.5	1
iyileştirildi	paralyzed	1.0	1
iyileştirildiler	cured	1.0	1
iyileştirildiği	crippled	1.0	1
iyileştiriliyordu	troubled	1.0	1
iyileştirilmedi	elisha	1.0	1
iyileştirilmek	infirmities	1.0	1
iyileştirilmeye	level	1.0	1
iyileştirin	heal	0.5	1
iyileştirip	watched	0.6667	2
iyileştirirdim	callous	1.0	1
iyileştiriyor	heals	1.0	1
iyileştiriyordu	sickness	0.5	1
iyileştirme	sicknesses	1.0	1
iyileştirmek	heal	0.6667	4
iyileştirmesi	point	1.0	1
iyileştirmesine	indignant	1.0	1
iyileştirmeye	heal	1.0	1
iyileştirmeyeceğini	watched	1.0	2
iyileştirmeyeyim	blinded	1.0	1
iyileştirmiş	pressed	1.0	1
iyileştiğini	falling	0.3333	1
iyilik	good	0.7059	24
iyilikle	admonish	0.3333	1
iyilikleriyle	select	1.0	1
iyiliksever	benefactors	0.5	1
iyiliğe	cling	1.0	1
iyiliği	building	0.3333	1
iyiliğin	free	0.5	1
iyiliğine	resources	0.5	1
iyiliğini	seek	0.4	2
iyiliğinin	forbearance	0.6667	2
iyisi	sell	1.0	1
iyiyi	imitate	1.0	1
iyiyim	eye	1.0	1
iyiyse	beat	0.5	1
izi	oh	1.0	1
izin	allow	0.4286	18
izinden	steps	1.0	1
izini	print	1.0	1
izle	sell	1.0	1
izledi	followed	0.5714	4
izledin	steadfastness	1.0	1
izlediğin	instruct	1.0	1
izlemediği	forbade	1.0	1
izlemelerini	planks	1.0	1
izlememesi	diligence	1.0	1
izler	brings	1.0	1
izlesin	deny	1.0	3
izleyecek	labors	0.5	1
izleyen	afar	0.6667	2
izleyerek	beor	0.5	1
izleyesiniz	steps	1.0	1
izliyordu	armies	0.25	1
izliyorlardı	acquaintances	1.0	1
izliyorum	apollos	1.0	6
izliyoruz	everything	1.0	1
iç	inner	0.3333	4
içebilir	asking	1.0	2
içecek	thirsty	0.6667	2
içeceksiniz	baptism	1.0	2
içecektir	food	0.5	1
içeceği	drank	1.0	1
içeceğim	anew	1.0	2
içeceğinizi	anxious	1.0	1
içeceğiz	anxious	1.0	2
içelim	purposes	1.0	1
içemediğinden	swore	1.0	1
içemezsiniz	partake	1.0	1
içen	drinks	0.5	4
içende	springing	1.0	1
içenin	drinks	1.0	1
içenlere	insubordinate	1.0	1
içenlerin	conspiracy	1.0	1
içer	swears	0.75	3
içerde	talked	1.0	1
içerden	bother	0.5	1
içerek	oath	0.6	3
içeren	promise	1.0	1
içeri	enter	0.3077	12
içeride	fightings	0.5	1
içerideydi	locked	1.0	1
içerir	contained	1.0	1
içerken	properly	0.5	1
içerler	final	1.0	1
içerse	obligated	0.6667	4
içerseniz	whether	1.0	1
içersin	properly	1.0	1
içesiniz	judging	1.0	1
içeyim	drink	0.5	1
içi	inside	0.5	2
içimde	dwells	0.6667	2
içimden	perceived	1.0	1
içimi	onesiphorus	1.0	1
içimizde	deceive	0.25	1
içimizden	groan	1.0	1
için	for	0.5035	581
içinde	in	0.6329	100
içindedir	agree	0.3333	1
içindeki	hades	0.5	1
içinden	within	0.2	3
içindesiniz	vain	1.0	1
içindeydi	amazed	0.4	4
içindeydiler	catch	1.0	1
içindeydim	zealous	1.0	1
içindeyim	epaphroditus	1.0	1
içindeyiz	justified	0.5	1
içindeyken	dazzling	0.3333	1
içindi	corinth	0.25	1
içindir	ourselves	0.1818	4
içine	into	0.2759	8
içini	ephphatha	0.5	1
içiniz	extortion	0.5	1
içinizde	beginning	0.2727	3
içinizdedir	pleased	0.5	1
içinizdeki	darkness	0.6667	2
içinizdekiler	judging	1.0	1
içinizden	liberally	0.2	1
içinizdeyse	alive	1.0	1
içinize	overflowing	1.0	1
içinse	stench	1.0	1
içip	delay	0.3333	1
içirdi	sponge	1.0	2
içirdik	feed	1.0	1
içiren	babylon	1.0	1
içirildi	bond	1.0	1
içirin	mix	1.0	1
içiyor	drank	0.6667	2
içiyorlar	fast	0.5	1
içiyorsunuz	murmured	1.0	1
içki	lewdness	0.5	1
içkinin	mix	1.0	1
içlerinde	argument	1.0	1
içlerindeki	hades	1.0	1
içlerinden	caiaphas	0.2	1
içlerine	breath	1.0	1
içme	drinking	0.5	1
içmeden	change	0.5	1
içmedi	drinking	1.0	2
içmedikçe	unless	1.0	1
içmek	drink	0.5	2
içmeleri	deserve	1.0	1
içmemek	meat	1.0	1
içmesi	sour	1.0	1
içmeye	crowed	0.5	1
içmeyecek	womb	1.0	1
içmeyeceklerine	yield	1.0	1
içmeyeceksin	vows	1.0	1
içmeyeceksiniz	black	1.0	1
içmeyeceğim	anew	0.6667	2
içmeyeceğiz	banded	0.5	1
içmeyeyim	sheath	1.0	1
içmeyin	swear	1.0	2
içmez	expense	1.0	1
içmiş	livestock	1.0	1
içn	accusation	1.0	1
içseler	deadly	1.0	1
içsin	examine	0.5	1
içte	inwardly	0.6667	2
içten	sincere	0.3636	4
içtenlik	sincerity	1.0	1
içtenlikle	care	0.3333	1
içtenliğini	earnestness	1.0	1
içtenliğiyle	behaved	1.0	1
içti	drank	0.375	3
içtik	drank	1.0	2
içtikten	drunk	1.0	2
içtiler	drank	0.5	1
içtiriyorum	adjure	1.0	1
içtiği	oaths	1.0	1
içtiğim	baptism	0.5	2
içtiğin	vows	1.0	1
içtiğinizde	memory	0.5	1
iğne	camel	1.0	3
iğneleri	stingers	1.0	1
iğrenirken	abhor	1.0	1
iğrenç	abomination	0.4286	3
iğrençtir	justify	1.0	1
iş	work	0.7037	19
işaret	sign	0.3529	6
işarete	sell	1.0	1
işareti	accounted	0.3333	1
işaretidir	obvious	1.0	1
işaretini	mark	1.0	5
işaretle	signs	1.0	1
işaretler	remained	1.0	1
işaretlerini	marks	1.0	1
işbirliği	philippians	1.0	1
işe	hired	0.1667	2
işi	work	0.5455	6
işim	adjure	0.3333	1
işimden	choose	1.0	1
işimiz	ah	1.0	1
işin	dream	0.25	1
işinde	immovable	0.3333	1
işine	busybodies	0.5	2
işini	work	0.5556	5
işinin	excusing	0.5	1
işinize	ambition	1.0	1
işinizi	ceasing	0.3333	1
işitecekler	fold	1.0	1
işitemeyen	wood	1.0	1
işiten	bonds	0.25	1
işitene	reads	1.0	1
işitenler	blackness	0.5	1
işitenlerdir	maturity	0.5	1
işitenlere	ask	1.0	1
işitenlerin	havoc	0.5	1
işitildi	cornelius	0.25	1
işitince	rock	0.3333	1
işitip	accept	0.1667	1
işitir	parables	0.5	1
işitirdik	smelling	1.0	1
işitirler	thorns	1.0	1
işitiyor	lepers	1.0	1
işitiyoruz	busybodies	1.0	1
işitmekte	callous	1.0	1
işitmesine	thorns	1.0	1
işitmeyen	stupor	1.0	1
işitmiş	assembled	1.0	1
işitsin	ear	0.4706	8
işittikleri	mixed	0.5	1
işittiklerimize	drift	1.0	1
işittiklerini	witness	1.0	1
işittikleriniz	remain	1.0	1
işittim	voice	0.3889	7
işittiniz	antichrist	0.6667	2
işittiği	tormented	1.0	1
işittiğim	stands	1.0	1
işittiğimiz	announce	0.5	1
işittiğimizi	declare	0.5	1
işittiğin	commit	1.0	1
işittiğinden	refrain	1.0	1
işittiğini	thief	1.0	1
işittiğiniz	beginning	0.75	3
işittiğinizi	exalted	1.0	1
işiyle	humiliation	1.0	1
işkence	torment	0.4286	3
