surface	lemma	pos	features	source
memperingatkan	ingat	Verb		unimorph
memperkarakan	perkara	Noun		unimorph
memperkaya	kaya	Adjective		unimorph
memperkenalkan	kenal	Verb		unimorph
memperkuat	kuat	Adjective		unimorph
memperlakukan	laku	Noun		unimorph
memperlakukanku	memperlakukan	Verb		clitic
memperlakukannya	laku	Noun	Definiteness=Definite	unimorph
memperlihatkan	lihat	Verb		unimorph
mempermalukan	malu	Noun		unimorph
memperoleh	peroleh	Verb		unimorph
mempersatukan	satukan	Verb		clitic
mempersembahkan	sembah	Verb		unimorph
mempersembahkannya	sembah	Verb	Definiteness=Definite	unimorph
mempersiapkan	siap	Verb		unimorph
mempersingkat	singkat	Adjective		unimorph
mempertahankan	tahan	Verb		unimorph
mempertanggungjawabkan	mempertanggungjawabkan	Verb		base
mempertanyakan	tanya	Verb		unimorph
mempertaruhkan	taruh	Verb		unimorph
mempraktekkan	praktek	Noun		unimorph
mempromosikan	promosi	Noun		unimorph
memprotes	protes	Noun		unimorph
mempunyai	punya	Verb		unimorph
memuaskan	puas	Adjective		unimorph
memudar	pudar	Verb		unimorph
memuji	puji	Verb		unimorph
memukul	pukul	Verb		unimorph
memukuli	pukul	Verb		unimorph
memukulinya	pukul	Verb	Definiteness=Definite	unimorph
memukulnya	pukul	Verb	Definiteness=Definite	unimorph
memulai	mulai	Verb		unimorph
memuliakan	mulia	Adjective		unimorph
memulihkan	pulih	Verb		unimorph
memungkinkan	mungkinkan	Verb		clitic
memungut	pungut	Verb		unimorph
memurnikan	murni	Proper noun		unimorph
memusuhi	musuh	Noun		unimorph
memutar	putar	Verb		unimorph
memutuskan	putus	Verb		unimorph
menaati	taat	Adjective		unimorph
menaatinya	taat	Adjective	Definiteness=Definite	unimorph
menabrak	tabrak	Verb		unimorph
menabung	tabung	Noun		unimorph
menabur	tabur	Verb		unimorph
menaburkan	tabur	Verb		unimorph
menafsirkan	tafsir	Proper noun		unimorph
menagih	tagih	Verb		unimorph
menahan	tahan	Verb		unimorph
menahannya	tahan	Verb	Definiteness=Definite	unimorph
menaiki	naik	Verb		unimorph
menaikinya	naik	Verb	Definiteness=Definite	unimorph
menaikkan	naik	Verb		unimorph
menakjubkan	takjub	Verb		unimorph
menaklukkan	takluk	Verb		unimorph
menaklukkanmu	menaklukkan	Verb		clitic
menakutkan	takut	Verb		unimorph
menamakan	nama	Noun		unimorph
menambah	tambah	Verb		unimorph
menambahkan	tambah	Verb		unimorph
menambahkannya	tambah	Verb	Definiteness=Definite	unimorph
menambal	tambal	Verb		unimorph
menampakkan	tampak	Verb		unimorph
menampar	tampar	Verb		unimorph
menampung	tampung	Verb		unimorph
menanam	tanam	Verb		unimorph
menandatangani	menandatangani	Verb		base
menandingi	tanding	Verb		unimorph
menang	ang	Proper noun		clitic
menangani	tangan	Noun		unimorph
menanggalkan	tanggal	Verb		unimorph
menanggapi	tanggap	Verb		unimorph
menanggapinya	tanggap	Verb	Definiteness=Definite	unimorph
menanggung	tanggung	Verb		unimorph
menanggungnya	tanggung	Verb	Definiteness=Definite	unimorph
menangis	tangis	Verb		unimorph
menangisi	tangis	Verb		unimorph
menangislah	tangis	Verb		unimorph
menangkap	tangkap	Verb		unimorph
menangkapnya	tangkap	Verb	Definiteness=Definite	unimorph
menanti	anti	Adjective		clitic
menantikan	menanti	Verb		unimorph
menantu	menantu	Noun		base
menanyakan	menanya	Verb		clitic
menara	ara	Proper noun		clitic
menari	tari	Noun		unimorph
menarik	tarik	Verb		unimorph
menariknya	tarik	Verb	Definiteness=Definite	unimorph
menaruh	taruh	Verb		unimorph
menaruhnya	taruh	Verb	Definiteness=Definite	unimorph
menasihati	nasihat	Noun		unimorph
menasihatkan	nasihat	Noun		unimorph
menatap	tatap	Verb		unimorph
menatapnya	tatap	Verb	Definiteness=Definite	unimorph
menawan	tawan	Verb		unimorph
menawari	tawar	Verb		unimorph
menawarkan	tawar	Verb		unimorph
mencabut	cabut	Noun		unimorph
mencabuti	cabut	Noun		unimorph
mencambuk	cambuk	Noun		unimorph
mencampur	campur	Verb		unimorph
mencapai	capai	Noun		unimorph
mencari	cari	Noun		unimorph
mencariku	mencari	Verb		clitic
mencarinya	cari	Noun	Definiteness=Definite	unimorph
mencatat	catat	Noun		unimorph
mencegah	cegah	Verb		unimorph
mencekik	cekik	Noun		unimorph
mencekiknya	cekik	Noun	Definiteness=Definite	unimorph
mencela	cela	Verb		unimorph
mencelupkan	celup	Noun		unimorph
mencelupkannya	celup	Noun	Definiteness=Definite	unimorph
mencemarkan	cemar	Noun		unimorph
mencemooh	mencemooh	Verb		base
mencengkeram	cengkeram	Noun		unimorph
menceraikan	cerai	Verb		unimorph
menceritakan	cerita	Noun		unimorph
menceritakannya	cerita	Noun	Definiteness=Definite	unimorph
mencerminkan	cermin	Noun		unimorph
mencetuskan	cetus	Noun		unimorph
mencicipi	cicip	Verb		unimorph
mencicipinya	cicip	Verb	Definiteness=Definite	unimorph
mencintai	cinta	Noun		unimorph
mencintaiku	cinta	Noun		unimorph
mencintaimu	cinta	Noun		unimorph
menciptakan	cipta	Noun		unimorph
mencium	cium	Verb		unimorph
menciumi	cium	Verb		unimorph
mencoba	coba	Verb		unimorph
mencobai	coba	Verb		unimorph
mencuci	cuci	Noun		unimorph
mencucinya	cuci	Noun	Definiteness=Definite	unimorph
mencukupi	cukup	Adverb		unimorph
mencukupkan	cukup	Adverb		unimorph
mencukur	cukur	Verb		unimorph
mencurahkan	curah	Noun		unimorph
mencuri	curi	Verb		unimorph
mencurinya	curi	Verb	Definiteness=Definite	unimorph
mendaftarkan	daftar	Noun		unimorph
mendahului	mendahului	Verb		base
mendaki	daki	Verb		unimorph
mendakwa	dakwa	Noun		unimorph
mendalam	dalam	Adposition		unimorph
mendamaikan	damai	Adjective		unimorph
mendapat	dapat	Auxiliary verb		unimorph
mendapati	dapat	Auxiliary verb		unimorph
mendapatkan	dapat	Auxiliary verb		unimorph
mendapatkannya	dapat	Auxiliary verb	Definiteness=Definite	unimorph
mendasarkan	dasar	Noun		unimorph
mendatangi	datang	Verb		unimorph
mendatangiku	mendatangi	Verb		clitic
mendatangkan	datang	Verb		unimorph
mendayung	dayung	Noun		unimorph
mendedikasikan	dedikasi	Noun		unimorph
mendekat	dekat	Adjective		unimorph
mendekati	dekat	Adjective		unimorph
mendekatkan	dekat	Adjective		unimorph
mendekatlah	dekat	Adjective		unimorph
mendekorasi	dekorasi	Noun		clitic
mendemonstrasikan	demonstrasi	Noun		unimorph
mendengar	dengar	Verb		unimorph
mendengarkan	dengar	Verb		unimorph
mendengarkanku	mendengarkan	Verb		clitic
mendengarkanmu	mendengarkan	Verb		clitic
mendengarkannya	dengar	Verb	Definiteness=Definite	unimorph
mendengarmu	mendengar	Verb		clitic
mendengarnya	dengar	Verb	Definiteness=Definite	unimorph
menderita	derita	Noun		unimorph
menderu	menderu	Verb		base
mendesak	desak	Verb		unimorph
mendesaknya	desak	Verb	Definiteness=Definite	unimorph
mendidik	didik	Verb		unimorph
mendidiklah	mendidik	Verb		clitic
mendikte	dikte	Verb		unimorph
mendinginkan	dingin	Adjective		unimorph
mendirikan	diri	Pronoun		unimorph
mendirikannya	diri	Pronoun	Definiteness=Definite	unimorph
mendisiplin	disiplin	Noun		clitic
mendisiplinkan	disiplin	Noun		unimorph
mendiskusikan	diskusi	Noun		unimorph
mendiskusikannya	diskusi	Noun	Definiteness=Definite	unimorph
mendoakan	doa	Noun		unimorph
mendominasi	dominasi	Noun		unimorph
mendorong	dorong	Verb		unimorph
mendorongmu	mendorong	Verb		clitic
menduduki	duduk	Verb		unimorph
mendudukkan	duduk	Verb		unimorph
menduga	duga	Verb		unimorph
mendukung	dukung	Verb		unimorph
mendung	mendung	Noun		base
menebang	tebang	Verb		unimorph
menebarkan	tebar	Verb		unimorph
menebus	tebus	Verb		unimorph
menegakkan	tegak	Adjective		unimorph
menegakkannya	tegak	Adjective	Definiteness=Definite	unimorph
menegaskan	tegas	Adjective		unimorph
menegaskannya	tegas	Adjective	Definiteness=Definite	unimorph
meneguhkan	teguh	Adjective		unimorph
menegur	tegur	Verb		unimorph
menegurnya	tegur	Verb	Definiteness=Definite	unimorph
menekan	tekan	Verb		unimorph
menekankan	tekan	Verb		unimorph
meneladani	teladan	Noun		unimorph
menelan	telan	Verb		unimorph
meneliti	teliti	Adjective		unimorph
menemani	teman	Noun		unimorph
menembus	tembus	Verb		unimorph
menempatkan	tempat	Noun		unimorph
menempatkannya	tempat	Noun	Definiteness=Definite	unimorph
menempel	tempel	Verb		unimorph
menempelkan	tempel	Verb		unimorph
menempelkannya	tempel	Verb	Definiteness=Definite	unimorph
menemui	temu	Verb		unimorph
menemuinya	temu	Verb	Definiteness=Definite	unimorph
menemukan	temu	Verb		unimorph
menemukanku	menemukan	Verb		clitic
menemukanmu	temu	Verb	Person=Second	unimorph
menemukannya	temu	Verb	Definiteness=Definite	unimorph
menenangkan	tenang	Adjective		unimorph
menengadah	menengadah	Verb		base
menengahi	tengah	Proper noun		unimorph
menenggelamkannya	tenggelam	Verb	Definiteness=Definite	unimorph
menentang	tentang	Adposition		unimorph
menentukan	tentu	Adverb		unimorph
menentukannya	tentu	Adverb	Definiteness=Definite	unimorph
menenun	tenun	Verb		unimorph
menepati	tepat	Adjective		unimorph
menerangi	terang	Verb		unimorph
menerangkan	terang	Verb		unimorph
menerapkan	terap	Verb		unimorph
meneriakkan	teriak	Verb		unimorph
menerima	terima	Verb		unimorph
menerimamu	menerima	Verb		clitic
menerimanya	terima	Verb	Definiteness=Definite	unimorph
menerjang	terjang	Noun		unimorph
menerjemahkan	terjemah	Verb		unimorph
menertawakan	menertawakan	Verb		base
menerus	terus	Adverb		unimorph
meneruskan	terus	Adverb		unimorph
menetap	tetap	Adverb		unimorph
menetapkan	tetap	Adverb		unimorph
meneteskan	tetes	Verb		unimorph
mengabaikan	abai	Verb		unimorph
mengabarkan	kabar	Noun		unimorph
mengabdi	abdi	Noun		unimorph
mengabdikan	abdi	Noun		unimorph
mengabulkan	kabul	Verb		unimorph
mengacu	acu	Noun		unimorph
mengadakan	ada	Verb		unimorph
mengadili	adil	Adjective		unimorph
mengadilimu	mengadili	Verb		clitic
mengadopsi	adopsi	Noun		unimorph
mengadukan	adu	Noun		unimorph
mengaitkan	kait	Verb		unimorph
mengajak	ajak	Noun		unimorph
mengajar	ajar	Noun		unimorph
mengajari	ajar	Noun		unimorph
mengajarkan	ajar	Noun		unimorph
mengajarkannya	ajar	Noun	Definiteness=Definite	unimorph
mengajukan	aju	Noun		unimorph
mengakibatkan	akibat	Noun		unimorph
mengaku	kaku	Adjective		unimorph
mengakui	kaku	Adjective		unimorph
mengakuinya	kaku	Adjective	Definiteness=Definite	unimorph
mengalahkan	kalah	Verb		unimorph
mengalahkannya	kalah	Verb	Definiteness=Definite	unimorph
mengalami	alami	Adjective		unimorph
mengalaminya	alami	Adjective	Definiteness=Definite	unimorph
mengalas	alas	Proper noun		clitic
mengalihkan	alih	Verb		unimorph
mengalir	alir	Noun		unimorph
mengalis	alis	Noun		clitic
mengamankan	aman	Adjective		unimorph
mengamati	amati	Verb		clitic
mengambil	ambil	Verb		unimorph
mengambilnya	ambil	Verb	Definiteness=Definite	unimorph
mengampuni	ampun	Noun		unimorph
mengancam	ancam	Noun		unimorph
mengandalkan	andal	Noun		unimorph
mengandung	kandung	Verb		unimorph
menganggap	anggap	Verb		unimorph
menganggapnya	anggap	Verb	Definiteness=Definite	unimorph
mengangkat	angkat	Noun		unimorph
mengangkatmu	mengangkat	Verb		clitic
menganiaya	aniaya	Verb		unimorph
mengantar	antar	Verb		unimorph
mengantarkan	antar	Verb		unimorph
mengantisipasi	antisipasi	Noun		unimorph
mengantuk	antuk	Verb		clitic
mengapa	apa	Pronoun		clitic
mengarah	arah	Noun		unimorph
mengarahkan	arah	Noun		unimorph
mengartikan	arti	Noun		unimorph
mengasihi	kasih	Noun		unimorph
mengatakan	kata	Verb		unimorph
mengatakannya	kata	Verb	Definiteness=Definite	unimorph
mengatasi	atas	Adposition		unimorph
mengatur	atur	Noun		unimorph
mengaturnya	atur	Noun	Definiteness=Definite	unimorph
mengaum	kaum	Noun		unimorph
mengawal	kawal	Verb		unimorph
mengawasi	awas	Verb		unimorph
mengayunkan	ayun	Noun		unimorph
mengebiri	kebiri	Verb		unimorph
mengecam	kecam	Verb		unimorph
mengecewakan	kecewa	Noun		unimorph
mengecup	cup	Proper noun		clitic
mengejar	kejar	Verb		unimorph
mengejek	ejek	Verb		unimorph
mengejutkan	kejut	Adjective		unimorph
mengeksploitasimu	mengeksploitasi	Verb		clitic
mengeksposnya	ekspos	Verb	Definiteness=Definite	unimorph
mengelak	elak	Verb		unimorph
mengelilingi	keliling	Noun		unimorph
mengelilingiku	mengelilingi	Verb		clitic
mengelola	kelola	Verb		unimorph
mengeluarkan	keluar	Verb		unimorph
mengeluarkannya	keluar	Verb	Definiteness=Definite	unimorph
mengeluh	keluh	Verb		unimorph
mengemas	emas	Noun		unimorph
mengembalikan	kembali	Verb		unimorph
mengembalikannya	kembali	Verb	Definiteness=Definite	unimorph
mengembang	kembang	Proper noun		unimorph
mengembangkan	kembang	Proper noun		unimorph
mengembara	kembara	Verb		unimorph
mengemis	mengemis	Verb		base
mengenai	nai	Proper noun		clitic
mengenakan	kena	Verb		unimorph
mengenal	kenal	Verb		unimorph
mengenali	kenal	Verb		unimorph
mengenalinya	kenal	Verb	Definiteness=Definite	unimorph
mengenalku	kenal	Verb	Person=First	unimorph
mengenalmu	mengenal	Verb		clitic
mengenalnya	kenal	Verb	Definiteness=Definite	unimorph
mengenang	kenang	Verb		unimorph
mengencangkan	kencang	Noun		unimorph
mengendalikan	kendali	Noun		unimorph
mengendarai	kendara	Verb		unimorph
mengendari	gendari	Proper noun		clitic
mengepung	kepung	Verb		unimorph
mengerang	erang	Noun		unimorph
mengeras	keras	Adjective		unimorph
mengeraskan	keras	Adjective		unimorph
mengerikan	ngeri	Adjective		unimorph
mengerikannya	ngeri	Adjective	Definiteness=Definite	unimorph
mengering	kering	Adjective		unimorph
mengeringkan	kering	Adjective		unimorph
mengeringkannya	kering	Adjective	Definiteness=Definite	unimorph
mengerjakan	kerja	Verb		unimorph
mengerti	erti	Noun		clitic
mengesalkan	kesal	Adjective		unimorph
mengesankan	kesan	Noun		unimorph
mengetahui	tahui	Verb		clitic
mengetahuinya	mengetahui	Verb		clitic
mengetuk	ketuk	Verb		unimorph
menggali	gali	Verb		unimorph
menggambarkan	gambar	Noun		unimorph
mengganggu	ganggu	Verb		unimorph
mengganti	ganti	Verb		unimorph
menggantikan	ganti	Verb		unimorph
menggantung	gantung	Verb		unimorph
menggapai	gapai	Proper noun		unimorph
menggelar	gelar	Noun		unimorph
menggelegar	gelegar	Verb		unimorph
menggelengkan	menggelengkan	Verb		base
menggembalakan	gembala	Noun		unimorph
menggembirakan	gembira	Adjective		unimorph
menggenapi	genap	Noun		unimorph
menggendong	gendong	Verb		unimorph
menggerutu	gerutu	Verb		unimorph
menggigit	gigit	Verb		unimorph
menggiling	giling	Verb		unimorph
menggoda	goda	Verb		unimorph
menggosok	gosok	Verb		unimorph
menggulingkan	guling	Verb		unimorph
menggulung	gulung	Verb		unimorph
menggunakan	guna	Adposition		unimorph
menggunakannya	guna	Adposition	Definiteness=Definite	unimorph
mengguncang	guncang	Verb		unimorph
menggunting	gunting	Noun		unimorph
menghabisi	habis	Verb		unimorph
menghabiskan	habis	Verb		unimorph
menghabiskannya	habis	Verb	Definiteness=Definite	unimorph
menghadap	hadap	Verb		unimorph
menghadapi	hadap	Verb		unimorph
menghadapinya	hadap	Verb	Definiteness=Definite	unimorph
menghadapkan	hadap	Verb		unimorph
menghadiri	hadir	Verb		unimorph
menghadirinya	hadir	Verb	Definiteness=Definite	unimorph
menghadirkan	hadir	Verb		unimorph
menghadirkanmu	menghadirkan	Verb		clitic
menghajar	hajar	Verb		unimorph
menghakimi	hakim	Noun		unimorph
menghalangi	halang	Verb		unimorph
menghambat	hambat	Verb		unimorph
menghambatnya	hambat	Verb	Definiteness=Definite	unimorph
menghampiri	hampiri	Verb		clitic
menghampirimu	menghampiri	Verb		clitic
menghampirinya	menghampiri	Verb		clitic
menghancurkan	hancur	Verb		unimorph
menghancurkanmu	menghancurkan	Verb		clitic
menghancurkannya	hancur	Verb	Definiteness=Definite	unimorph
menghangatkan	hangat	Adjective		unimorph
menghanguskan	hangus	Verb		unimorph
menghantam	hantam	Verb		unimorph
menghapus	hapus	Verb		unimorph
menghapuskan	hapus	Verb		unimorph
menghapuskannya	hapus	Verb	Definiteness=Definite	unimorph
menghapusnya	hapus	Verb	Definiteness=Definite	unimorph
mengharapkan	harap	Verb		unimorph
menghardik	hardik	Noun		unimorph
menghargai	harga	Noun		unimorph
menghasil	hasil	Noun		unimorph
menghasilkan	hasil	Noun		unimorph
menghasut	hasut	Verb		unimorph
menghela	hela	Verb		unimorph
menghembuskan	hembus	Verb		unimorph
menghendaki	hendaki	Verb		clitic
menghentikan	henti	Verb		unimorph
menghentikanku	menghentikan	Verb		clitic
menghentikannya	henti	Verb	Definiteness=Definite	unimorph
mengherankan	heran	Adjective		unimorph
menghiasi	hias	Verb		unimorph
menghibur	hibur	Verb		unimorph
menghiburnya	hibur	Verb	Definiteness=Definite	unimorph
menghidupkan	hidup	Verb		unimorph
menghilang	hilang	Verb		unimorph
menghilangkan	hilang	Verb		unimorph
menghina	hina	Verb		unimorph
menghinanya	hina	Verb	Definiteness=Definite	unimorph
menghindari	hindar	Verb		unimorph
menghindarinya	hindar	Verb	Definiteness=Definite	unimorph
menghiraukan	hirau	Verb		unimorph
menghitung	hitung	Verb		unimorph
menghormati	hormat	Adjective		unimorph
menghormatinya	hormat	Adjective	Definiteness=Definite	unimorph
menghubungkan	hubung	Verb		unimorph
menghujat	hujat	Verb		unimorph
menghukum	hukum	Noun		unimorph
menghukumnya	hukum	Noun	Definiteness=Definite	unimorph
menghunus	hunus	Verb		clitic
mengibaskan	kibas	Verb		unimorph
mengikat	ikat	Noun		unimorph
mengikatnya	ikat	Noun	Definiteness=Definite	unimorph
mengikut	ikut	Verb		unimorph
mengikuti	ikut	Verb		unimorph
mengikutinya	ikut	Verb	Definiteness=Definite	unimorph
mengimbangi	imbang	Verb		unimorph
menginap	inap	Verb		clitic
mengingat	ingat	Verb		unimorph
mengingatkan	ingat	Verb		unimorph
mengingini	ingin	Verb		unimorph
menginginkan	ingin	Verb		unimorph
menginjak	injak	Verb		unimorph
menginspirasi	inspirasi	Noun		unimorph
menginterogasi	interogasi	Verb		unimorph
mengira	kira	Verb		unimorph
mengirim	kirim	Verb		unimorph
mengirimi	kirim	Verb		unimorph
mengiriminya	kirim	Verb	Definiteness=Definite	unimorph
mengirimkan	kirim	Verb		unimorph
mengirimkannya	kirim	Verb	Definiteness=Definite	unimorph
mengirimku	mengirim	Verb		clitic
mengirimnya	kirim	Verb	Definiteness=Definite	unimorph
mengisahkan	kisah	Noun		unimorph
mengisap	isap	Verb		unimorph
mengisi	isi	Noun		unimorph
mengisinya	isi	Noun	Definiteness=Definite	unimorph
mengistirahatkan	istirahat	Verb		unimorph
mengizinkan	izin	Noun		unimorph
mengkhianati	khianat	Verb		unimorph
mengklaim	klaim	Noun		unimorph
mengkritik	kritik	Noun		unimorph
mengobati	obat	Noun		unimorph
mengobrol	obrol	Verb		clitic
mengoles	oles	Verb		unimorph
mengoleskannya	oles	Verb	Definiteness=Definite	unimorph
mengorbankan	korban	Noun		unimorph
mengoreksi	koreksi	Noun		unimorph
mengoreksimu	mengoreksi	Verb		clitic
mengosongkan	kosong	Adjective		unimorph
mengotori	kotor	Adjective		unimorph
mengoyak	koyak	Verb		unimorph
menguap	uap	Noun		unimorph
menguasai	kuasa	Noun		unimorph
menguasaimu	menguasai	Verb		clitic
menguasainya	kuasa	Noun	Definiteness=Definite	unimorph
menguatkan	kuat	Adjective		unimorph
mengubah	ubah	Verb		unimorph
mengubahnya	ubah	Verb	Definiteness=Definite	unimorph
mengubur	kubur	Noun		unimorph
menguburkan	kubur	Noun		unimorph
menguburnya	kubur	Noun	Definiteness=Definite	unimorph
mengucap	ucap	Verb		unimorph
mengucapkan	ucap	Verb		unimorph
mengucilkan	kucil	Verb		unimorph
menguduskan	kudus	Adjective		unimorph
menguji	uji	Noun		unimorph
mengujinya	uji	Noun	Definiteness=Definite	unimorph
mengukur	ukur	Verb		unimorph
mengulangi	ulang	Verb		unimorph
mengulanginya	ulang	Verb	Definiteness=Definite	unimorph
mengulurkan	ulur	Verb		unimorph
mengumpat	umpat	Verb		unimorph
mengumpulkan	kumpul	Verb		unimorph
mengumumkan	umum	Adjective		unimorph
mengunci	kunci	Noun		unimorph
mengundang	undang	Verb		unimorph
mengundangmu	mengundang	Verb		clitic
mengundurkan	undur	Verb		unimorph
mengungkap	ungkap	Verb		unimorph
mengungkapkan	ungkap	Verb		unimorph
mengunjungi	kunjung	Verb		unimorph
mengunjungimu	mengunjungi	Verb		clitic
mengunjunginya	kunjung	Verb	Definiteness=Definite	unimorph
menguntungkan	menguntungkan	Verb		base
mengurapi	mengurapi	Verb		base
mengurus	urus	Verb		unimorph
mengurusi	urus	Verb		unimorph
mengusahakan	usaha	Noun		unimorph
mengusir	usir	Verb		unimorph
mengusirnya	usir	Verb	Definiteness=Definite	unimorph
mengutuk	kutuk	Verb		unimorph
mengutuknya	kutuk	Verb	Definiteness=Definite	unimorph
mengutus	utus	Verb		unimorph
mengutusnya	utus	Verb	Definiteness=Definite	unimorph
meniadakan	tiada	Particle		unimorph
meniadakannya	tiada	Particle	Definiteness=Definite	unimorph
menikah	nikah	Noun		unimorph
menikahi	nikah	Noun		unimorph
menikam	menikam	Unknown		base
menikmati	nikmat	Adjective		unimorph
menilai	nilai	Noun		unimorph
menimba	timba	Verb		unimorph
menimbulkan	timbul	Verb		unimorph
menimbun	timbun	Verb		unimorph
menimpa	timpa	Verb		unimorph
menimpanya	timpa	Verb	Definiteness=Definite	unimorph
menindas	tindas	Verb		unimorph
meninggal	tinggal	Verb		unimorph
meninggalkan	tinggal	Verb		unimorph
meninggalkanku	meninggalkan	Verb		clitic
meninggalkannya	tinggal	Verb	Definiteness=Definite	unimorph
meninggikan	tinggi	Adjective		unimorph
meningkat	tingkat	Noun		unimorph
meningkatkan	tingkat	Noun		unimorph
menipu	tipu	Verb		unimorph
menipuku	menipu	Verb		clitic
menipumu	menipu	Verb		clitic
meniru	tiru	Verb		unimorph
menit	menit	Noun		base
menitipkan	titip	Verb		unimorph
meniup	tiup	Verb		unimorph
meniupkan	tiup	Verb		unimorph
menjabat	jabat	Verb		unimorph
menjadi	jadi	Verb		unimorph
menjadikan	jadi	Verb		unimorph
menjadikanku	menjadikan	Verb		clitic
menjadikanmu	menjadikan	Verb		clitic
menjadikannya	jadi	Verb	Definiteness=Definite	unimorph
menjaga	jaga	Verb		unimorph
menjagamu	jaga	Verb	Person=Second	unimorph
menjaganya	jaga	Verb	Definiteness=Definite	unimorph
menjala	jala	Verb		unimorph
menjalani	jalan	Noun		unimorph
menjalaninya	jalan	Noun	Definiteness=Definite	unimorph
menjalankan	jalan	Noun		unimorph
menjalankannya	jalan	Noun	Definiteness=Definite	unimorph
menjamu	jamu	Noun		unimorph
menjangkau	jangkau	Verb		unimorph
menjanjikan	janji	Noun		unimorph
menjatuhkan	jatuh	Verb		unimorph
menjauh	jauh	Adjective		unimorph
menjauhi	jauh	Adjective		unimorph
menjauhkan	jauh	Adjective		unimorph
menjawab	jawab	Verb		unimorph
menjawabnya	jawab	Verb	Definiteness=Definite	unimorph
menjebak	jebak	Verb		unimorph
menjelang	jelang	Verb		clitic
menjelaskan	jelas	Adjective		unimorph
menjelaskannya	jelas	Adjective	Definiteness=Definite	unimorph
menjemput	jemput	Verb		unimorph
menjemputnya	jemput	Verb	Definiteness=Definite	unimorph
menjengkelkan	jengkel	Adjective		unimorph
menjenguk	jenguk	Verb		unimorph
menjerat	jerat	Verb		unimorph
menjerit	jerit	Noun		unimorph
menjijikkan	jijik	Adjective		unimorph
menjilati	menjilat	Verb		clitic
menjinakkan	jinak	Verb		unimorph
menjual	jual	Verb		unimorph
menjualnya	jual	Verb	Definiteness=Definite	unimorph
menjumpai	jumpa	Verb		unimorph
menolak	tolak	Verb		unimorph
menolaknya	tolak	Verb	Definiteness=Definite	unimorph
menolong	tolong	Verb		unimorph
menolongku	menolong	Verb		clitic
menolongnya	tolong	Verb	Definiteness=Definite	unimorph
menonton	tonton	Verb		unimorph
menopang	topang	Verb		unimorph
mental	mental	Noun		base
menteri	teri	Noun		clitic
mentolerir	tolerir	Verb		clitic
menu	menu	Noun		base
menuai	tuai	Verb		unimorph
menuang	tuang	Verb		unimorph
menuangkan	tuang	Verb		unimorph
menuangkannya	tuang	Verb	Definiteness=Definite	unimorph
menubuatkan	nubuat	Verb		unimorph
menuduh	tuduh	Verb		unimorph
menuju	tuju	Verb		unimorph
menukar	tukar	Verb		unimorph
menular	tular	Verb		unimorph
menulis	tulis	Verb		unimorph
menuliskan	tulis	Verb		unimorph
menuliskannya	tulis	Verb	Definiteness=Definite	unimorph
menulisnya	tulis	Verb	Definiteness=Definite	unimorph
menumbuhkan	tumbuh	Verb		unimorph
menumpangkan	tumpang	Verb		unimorph
menumpuk	tumpuk	Verb		unimorph
menumpulkan	tumpul	Verb		unimorph
menunda	tunda	Verb		unimorph
menunduk	tunduk	Verb		unimorph
menundukkan	tunduk	Verb		unimorph
menunggang	tunggang	Noun		unimorph
menunggangi	tunggang	Noun		unimorph
menunggu	tunggu	Verb		unimorph
menungguku	menunggu	Verb		clitic
menunggunya	tunggu	Verb	Definiteness=Definite	unimorph
menunjuk	tunjuk	Verb		unimorph
menunjukkan	tunjuk	Verb		unimorph
menunjukkannya	tunjuk	Verb	Definiteness=Definite	unimorph
menuntuk	untuk	Subordinating connective		clitic
menuntun	tuntun	Verb		unimorph
menuntunnya	tuntun	Verb	Definiteness=Definite	unimorph
menuntut	tuntut	Verb		unimorph
menurun	turun	Verb		unimorph
menurunkan	turun	Verb		unimorph
menurunkannya	turun	Verb	Definiteness=Definite	unimorph
menurut	urut	Verb		clitic
menuruti	turut	Verb		unimorph
menurutinya	turut	Verb	Definiteness=Definite	unimorph
menurutku	menurut	Adposition		clitic
menurutmu	menurut	Adposition		clitic
menusukan	menusuk	Verb		clitic
menutup	tutup	Verb		unimorph
menutupi	tutup	Verb		unimorph
menutupinya	tutup	Verb	Definiteness=Definite	unimorph
menutupnya	tutup	Verb	Definiteness=Definite	unimorph
menyadari	sadar	Adjective		unimorph
menyadarinya	sadar	Adjective	Definiteness=Definite	unimorph
menyajikan	saji	Verb		unimorph
menyakiti	sakit	Adjective		unimorph
menyakitkan	sakit	Adjective		unimorph
menyakitkannya	menyakitkan	Verb		clitic
menyaksikan	saksi	Noun		unimorph
menyala	nyala	Verb		unimorph
menyalahgunakan	menyalahgunakan	Verb		base
menyalahkan	salah	Adjective		unimorph
menyalakan	nyala	Verb		unimorph
menyalibkan	salib	Noun		unimorph
menyambut	sambut	Verb		unimorph
menyambutku	menyambut	Verb		clitic
menyambutnya	sambut	Verb	Definiteness=Definite	unimorph
menyampaikan	sampai	Adposition		unimorph
menyampaikannya	sampai	Adposition	Definiteness=Definite	unimorph
menyanggah	sanggah	Verb		unimorph
menyangkal	sangkal	Verb		unimorph
menyangkalnya	sangkal	Verb	Definiteness=Definite	unimorph
menyangkut	sangkut	Verb		unimorph
menyanjung	sanjung	Verb		unimorph
menyanyikan	nyanyi	Verb		unimorph
menyapa	sapa	Verb		unimorph
menyapu	sapu	Verb		unimorph
menyaring	saring	Verb		unimorph
menyatakan	nyata	Adjective		unimorph
