target	source	prob	count
kendőbe	kept	1.0	1
kendőket	aprons	0.5	1
kendőt	towel	1.0	1
kendővel	face	0.3333	1
kenet	anointing	0.6667	2
kenete	one	1.0	1
keneteket	spices	0.6	3
kenetet	ointment	0.8333	5
kenetnek	expensive	1.0	1
kenettel	ointment	1.0	3
kenjék	anointing	1.0	1
kenkhreai	servant	1.0	1
kenkreában	shaved	1.0	1
kente	anointed	1.0	2
kented	anoint	1.0	1
kenyere	bread	1.0	3
kenyerek	bread	1.0	8
kenyerekből	loaves	1.0	3
kenyereket	bread	0.5	3
kenyerekké	bread	1.0	1
kenyeret	bread	0.8095	34
kenyeretek	do	0.4286	3
kenyerére	thousand	0.5	2
kenyerét	bread	0.8	4
kenyerünk	loaves	0.6667	2
kenyerünket	bread	1.0	2
kenyér	bread	0.9231	12
kenyérben	enough	0.5	1
kenyérből	bread	0.6	3
kenyérnek	breaking	1.0	1
kenyérnél	than	0.5	2
kenyérrel	bread	1.0	3
kenyérré	bread	1.0	1
kenyérről	speak	1.0	1
kerekedik	himself	1.0	1
kerekségére	world	1.0	1
kerekségét	world	1.0	1
keres	seeks	0.4286	3
keresel	looking	1.0	2
keresem	seek	1.0	3
keresete	sought	1.0	1
keresett	diligently	0.2	1
keresi	seeks	0.6	3
keresik	seek	1.0	2
keresitek	seek	1.0	5
kereskedett	business	0.5	1
kereskedjetek	business	0.5	1
kereskedtek	stood	1.0	1
kereskedésébe	merchandise	1.0	1
kereskedünk	trade	1.0	1
kereskedőhöz	man	1.0	1
keresnek	country	0.3333	1
keresni	looked	0.3333	1
keress	seek	0.5	2
keresse	seek	0.6667	2
keressen	it	1.0	1
keressetek	keep	0.3333	1
keressék	contradicting	0.5	1
keressétek	seek	1.0	3
keressük	come	0.5	1
kereste	sought	1.0	2
kerestek	seek	0.6667	8
kerestetek	looking	1.0	1
keresték	sought	1.0	5
kerestünk	glory	0.5	1
keresve	seeking	0.8333	5
kereszt	cross	1.0	1
keresztel	baptize	0.5	3
keresztelek	baptize	0.5	1
kereszteljek	baptize	1.0	2
keresztelkedj	baptized	1.0	1
keresztelkedjenek	baptized	1.0	1
keresztelkedjetek	baptized	1.0	1
keresztelkednek	baptized	1.0	2
keresztelkedtek	baptized	1.0	2
keresztelkedtetek	into	0.6667	2
keresztellek	baptize	1.0	2
keresztelsz	baptize	1.0	1
keresztelt	baptized	0.4444	4
kereszteltelek	baptized	1.0	1
kereszteltem	baptized	1.0	2
kereszteltettünk	baptized	1.0	1
keresztelve	baptized	1.0	1
keresztelő	baptizer	0.8125	13
keresztet	cross	1.0	1
keresztfa	cross	1.0	1
keresztfáját	cross	1.0	1
keresztfán	cross	1.0	1
keresztfának	cross	1.0	1
keresztfára	cross	0.4	2
keresztfát	cross	1.0	1
kereszthalált	despising	1.0	1
keresztje	cross	1.0	2
keresztjében	cross	1.0	1
keresztjének	cross	1.0	2
keresztjét	cross	1.0	7
keresztjéért	persecuted	1.0	1
keresztre	crucifying	1.0	1
keresztről	cross	1.0	5
keresztség	baptism	1.0	4
keresztségben	buried	1.0	1
keresztsége	baptism	1.0	3
keresztséggel	baptism	0.5	5
keresztségére	baptism	1.0	1
keresztségéről	baptism	1.0	1
keresztségét	baptism	1.0	3
keresztségétől	baptism	1.0	1
keresztségével	baptism	0.5	1
keresztutakra	highways	1.0	1
keresztyén	face	1.0	1
keresztyéneknek	christians	1.0	1
keresztyénné	make	1.0	1
keresztény	suffers	1.0	1
keresztül	through	1.0	2
kergetni	persecuted	1.0	1
kergetsz	persecuting	0.6667	2
kergettem	persecuted	1.0	1
kert	brook	0.5	1
kertben	garden	1.0	2
kertjében	garden	1.0	1
kertész	gardener	1.0	1
kerubjai	overshadowing	0.5	1
keríteni	secure	1.0	1
kerítették	fish	1.0	1
keríti	armies	1.0	1
kerítésekhez	hedges	1.0	1
kerüld	shun	0.3333	2
kerülitek	escape	1.0	1
kerüljenek	torment	1.0	1
kerüljétek	flee	0.6667	2
kerüljön	be	1.0	2
kerülne	light	1.0	1
kerülnek	judged	1.0	1
került	place	0.5	1
kerültek	cloud	1.0	1
kerülve	crowd	1.0	1
kerülő	quarrelsome	1.0	1
keselyűk	gather	1.0	1
keseredtek	word	1.0	1
keseregtek	mourned	1.0	1
kesergéseteket	your	1.0	1
keserves	bitterly	0.5	1
keservesen	wept	1.0	2
keservesnek	grievous	1.0	1
keserítitek	breaking	1.0	1
keserű	bitter	0.8	4
keserűséggel	bitterness	1.0	1
keserűségnek	any	1.0	1
keserűvé	bitter	1.0	1
keszkenő	cloth	1.0	1
ketten	two	0.7143	10
kettesével	two	1.0	2
kettéhasadt	bottom	0.6667	2
kettévágatja	cut	0.6667	2
kettő	two	0.8462	11
kettőnek	he	1.0	2
kettőre	two	1.0	1
kettős	open	0.3333	1
kettőt	two	0.9231	12
keverni	example	1.0	1
kevert	wine	1.0	1
keverte	flour	1.0	1
keverve	mixed	1.0	1
kevesebbje	lack	1.0	1
kevesen	few	0.8571	6
keveset	little	0.5	2
kevély	great	1.0	1
kevélyek	boastful	0.6667	2
kevélyeknek	resists	1.0	2
kevélykedj	boast	1.0	1
kevélykedjetek	associate	0.5	1
kevélykedsz	boast	1.0	1
kevélység	pride	1.0	1
kevélységet	proud	1.0	1
kevés	little	0.6667	20
kevésbé	more	0.5	2
kevésen	been	1.0	2
kevéssé	awhile	0.5	1
kezd	away	0.5	1
kezdene	drunkards	1.0	1
kezdené	beat	1.0	1
kezdet	beginning	1.0	3
kezdetben	beginning	0.8333	5
kezdete	beginning	0.6364	7
kezdetleges	press	1.0	1
kezdett	began	0.6522	15
kezdettől	from	0.95	19
kezdetén	news	1.0	1
kezdetétől	beginning	0.5	1
kezdi	beat	1.0	1
kezdik	begin	1.0	1
kezditek	knock	1.0	1
kezdje	mock	1.0	1
kezdte	began	0.8095	17
kezdtek	began	0.6	3
kezdtetek	are	1.0	1
kezdték	began	0.8	8
kezdve	from	0.5	7
kezdődik	begins	1.0	1
keze	hand	0.9286	13
kezed	hand	0.9091	10
kezedbe	you	0.6667	2
kezedet	hand	0.5	6
kezei	hands	1.0	2
kezeik	hands	1.0	2
kezeiket	hands	0.875	7
kezeikre	hand	1.0	1
kezeimet	hands	1.0	3
kezein	foot	0.3333	1
kezeinkkel	hands	1.0	1
kezeiről	hands	1.0	1
kezeit	hands	0.5882	10
kezeitekkel	men	1.0	1
kezeivel	hands	0.5	1
kezeket	hands	0.5	1
kezem	hand	1.0	10
kezembe	me	0.6667	2
kezemben	hand	1.0	1
kezemből	hand	1.0	1
kezemet	my	0.4286	3
kezemmel	hand	1.0	3
kezességet	taken	1.0	1
kezesévé	guarantee	1.0	1
kezet	lay	1.0	1
kezetekbe	deliver	1.0	1
kezeteket	hands	0.6667	2
kezetekkel	hands	1.0	1
kezébe	hands	0.4118	7
kezében	hand	0.9231	12
kezéből	hand	1.0	7
kezénél	hand	1.0	1
kezére	hand	0.5	3
kezéről	creature	1.0	1
kezét	hand	0.6774	21
kezével	hand	0.5	2
kezük	hand	0.5	1
kezükbe	deliver	0.5	2
kezükben	robes	1.0	1
kezüket	hands	1.0	3
kezükkel	rubbing	1.0	1
kezükre	hands	1.0	1
kezünkkel	hands	1.0	2
kezű	hand	0.8	4
kezűleg	hand	1.0	1
khiosz	following	1.0	1
khloé	from	1.0	1
ki	out	0.4709	105
kiabáltak	cried	0.5	1
kiabálva	out	1.0	1
kiadja	to	1.0	1
kiadta	up	0.3	3
kibeszélhetetlen	unspeakable	1.0	1
kibeszélnie	utter	1.0	1
kibocsátotta	gave	0.5	2
kicsapongásban	acts	0.5	1
kicsapongásból	lustfulness	1.0	1
kicsapongásnak	excess	0.5	1
kicsapongásra	indecency	1.0	1
kicsapongással	loose	1.0	1
kicsapongó	distressed	0.3333	1
kicsi	guided	0.5	1
kicsik	least	1.0	1
kicsiket	small	1.0	1
kicsikkel	small	1.0	1
kicsikét	small	1.0	1
kicsiny	little	1.0	2
kicsinyek	little	0.4615	6
kicsinyeknek	infants	0.5	1
kicsinyhitű	faith	1.0	1
kicsinyhitűek	faith	0.5	4
kicsinynek	small	1.0	1
kicsinytől	least	1.0	1
kicsit	little	1.0	1
kicsoda	who	0.8696	40
kicsodák	who	1.0	1
kicsúfolta	mocked	1.0	1
kicsúfolták	mocked	1.0	1
kidobják	out	0.4	2
kidobták	threw	1.0	2
kidobálták	overboard	1.0	1
kidőljenek	faint	1.0	1
kidőlnek	faint	1.0	1
kielégítésére	needs	1.0	1
kiereszti	brings	1.0	1
kiessen	off	1.0	1
kiestetek	fallen	1.0	1
kifejtették	to	1.0	1
kifele	as	1.0	1
kifogynék	time	1.0	1
kifogástalan	covenant	1.0	1
kifoszt	bondage	1.0	1
kifosztják	desolate	1.0	1
kifosztották	both	0.5	1
kigyógyult	she	1.0	1
kigúnyolták	scoffed	1.0	1
kihajt	grow	0.5	1
kihajtják	try	1.0	1
kihallgatlak	fully	1.0	1
kihallgatod	may	1.0	1
kihallgattak	examined	1.0	1
kihallgattam	found	1.0	1
kihallgatás	examination	1.0	1
kihallgatási	place	1.0	1
kihasznál	captive	1.0	1
kihez	what	0.5	3
kihozni	out	1.0	1
kihozom	bring	1.0	1
kihozott	of	1.0	1
kihozta	brought	0.8	4
kihívta	called	1.0	1
kiindulva	beginning	1.0	1
kiinnom	sheath	1.0	1
kijelentem	reveal	0.5	1
kijelenteni	reveal	1.0	1
kijelentetni	reveal	1.0	1
kijelentette	revealed	0.2857	2
kijelentetted	little	1.0	1
kijelentettem	revealed	1.0	1
kijelentik	clear	1.0	1
kijelentse	reveal	1.0	1
kijelentés	revelation	1.0	2
kijelentésben	either	0.5	1
kijelentése	revelation	0.5	2
kijelentéseire	revelations	1.0	1
kijelentések	exceeding	1.0	1
kijelentésnek	revelation	1.0	1
kijelentést	warned	1.0	1
kijutott	to	1.0	1
kijár	go	1.0	1
kijön	proceeds	1.0	1
kijönnek	out	0.6	3
kijönni	something	1.0	1
kijött	out	0.6	3
kijöttek	out	1.0	7
kijöttem	came	1.0	1
kijőve	fierce	1.0	1
kik	who	1.0	4
kikapja	takes	1.0	1
kikel	be	1.0	1
kikelt	grew	0.5	2
kiket	whom	0.5	2
kiknek	whom	0.6667	2
kikre	whom	1.0	1
kiktől	earth	1.0	1
kikutathatatlanok	unsearchable	1.0	1
kikémleljék	spy	1.0	1
kikényszerített	necessity	1.0	1
kikért	asked	1.0	1
kikísérte	sent	1.0	1
kiköltözni	absent	0.5	1
kikötöttek	moored	0.5	1
kikötő	suitable	1.0	1
kikötőjébe	there	1.0	1
kiközösítenek	exclude	1.0	1
kiközösítették	threw	0.5	1
kiküldeni	out	0.5	1
kiküldje	send	1.0	1
kiküldte	angry	0.5	1
kiküldték	commanded	0.5	1
kiküldve	out	1.0	1
kiküldött	knelt	0.3333	1
kilenc	ninth	0.7273	8
kilencedik	ninth	1.0	2
kilencvenkilenc	over	1.0	1
kilencvenkilencet	in	1.0	1
kilencvenkilencnek	over	1.0	1
kilétét	make	1.0	1
kimegy	out	0.6667	2
kimenekedést	temptation	1.0	1
kimenekülhessetek	worthy	1.0	1
kimenekültek	safely	1.0	1
kimennek	come	0.5	1
kiment	out	0.463	50
kimentek	out	0.5833	21
kimentem	departed	1.0	1
kimenteni	excuses	1.0	1
kimentetek	out	0.6667	2
kimentünk	day	0.5	1
kimenve	out	0.5	4
kimeszelt	whitewashed	1.0	1
kimondhatatlan	unspeakable	0.6667	2
kimorzsolva	hands	1.0	1
kimozdítom	stand	1.0	1
kimutatta	demonstrating	1.0	1
kimászva	fastened	1.0	1
kincse	treasures	1.0	1
kincsed	treasure	0.5	3
kincsei	since	1.0	1
kincseiből	treasure	1.0	3
kincseiket	opening	1.0	1
kincseinél	christ	1.0	1
kincseit	can	0.5	1
kincseket	treasures	0.6667	2
kincsemet	committed	1.0	1
kincset	treasure	0.5	3
kincsetek	treasure	1.0	2
kincshez	field	1.0	1
kincstartó	treasury	1.0	1
kincstartója	greets	1.0	1
kincstárának	her	1.0	1
kincséből	treasure	1.0	1
kincsünk	clay	0.5	1
kinek	say	0.3889	7
kinevették	ridiculing	0.6667	2
kinn	outside	0.75	3
kint	outside	1.0	3
kinyilatkoztatta	revealed	1.0	1
kinyilatkoztatása	revelation	1.0	1
kinyilatkoztatást	revealed	1.0	1
kinyilatkoztatásáig	revealed	1.0	1
kinyilvánítja	revealed	1.0	1
kinyit	opens	1.0	1
kinyitotta	opened	1.0	2
kinyitottak	books	1.0	1
kinyitottuk	opened	1.0	1
kinyitották	opened	1.0	1
kinyomozhatatlanok	past	1.0	1
kinyújtod	stretch	1.0	1
kinyújtotta	out	0.5	6
kinyújtva	stretched	0.75	3
kioktathatná	but	0.5	1
kioltani	kill	1.0	1
kiolthatjátok	darts	1.0	1
kioltották	quenched	1.0	1
kiomlott	gushed	0.5	1
kiontatik	for	1.0	2
kiontatom	poured	1.0	1
kiontottak	generation	1.0	1
kiontották	shed	1.0	1
kionttatik	out	1.0	1
kipróbáljam	also	0.3333	1
kipróbált	approved	0.5	3
kipróbáltatlanok	seem	1.0	1
kipróbáltnak	appear	1.0	1
kipróbáltuk	earnest	1.0	1
kipótoljuk	perfect	1.0	1
kipótolták	supplied	1.0	1
kiragadva	out	1.0	1
kirekesztenek	put	1.0	1
kirekesztve	thrown	1.0	1
királlyal	king	1.0	1
királlyá	king	1.0	2
király	king	0.8889	32
királya	king	0.9643	27
királyai	kings	0.8889	8
királyaihoz	earth	0.5	1
királyaik	them	1.0	1
királyainak	kings	1.0	1
királyaivá	kingdom	1.0	1
királyasszonyának	authority	1.0	1
királyhoz	king	0.5	3
királyi	throne	0.7463	50
királynak	king	1.0	5
királynő	queen	1.0	1
királynője	rise	1.0	2
királyod	king	1.0	2
királyok	kings	1.0	11
királyoknak	kings	1.0	2
királyokért	kings	1.0	1
királyotok	king	1.0	1
királyotokat	crucify	1.0	1
királysággá	kings	1.0	1
királyságot	kingdom	1.0	2
királyságában	kingdom	1.0	1
királyságának	kingdom	1.0	1
királyt	king	0.75	3
királyuk	king	1.0	1
királyul	king	1.0	1
királyunk	king	1.0	1
királyának	king	1.0	2
királyát	king	1.0	2
királyéból	country	1.0	1
kirántotta	drew	0.5	1
kiről	about	1.0	2
kis	little	0.4545	5
kiscsibéit	chicks	1.0	1
kiscsirkéit	gathers	1.0	1
kisebb	that	0.6667	2
kisebbik	younger	1.0	1
kisebbnek	younger	1.0	1
kisebbé	lower	1.0	2
kisgyermek	child	1.0	5
kisgyermekek	children	0.5	2
kisgyermekeket	children	0.4	4
kisgyermeket	child	0.375	3
kiskorú	baby	0.5	1
kiskorúak	held	1.0	1
kiskorúaknak	babies	1.0	1
kissé	little	0.5	4
kiszabadul	released	1.0	1
kiszabaduljanak	recover	1.0	1
kiszabadult	freed	1.0	1
kiszabadította	afterward	0.5	1
kiszabadítottam	rescued	1.0	1
kiszabadítson	deliver	1.0	1
kiszaggatjátok	them	1.0	1
kiszaggatott	autumn	1.0	1
kiszakít	tears	1.0	1
kiszakítja	burst	1.0	1
kiszolgáltatta	up	0.5	4
kiszállt	out	0.6667	2
kiszálltak	out	1.0	3
kiszámítsa	count	1.0	1
kiszáradt	dried	0.5	2
kiszórták	into	1.0	1
kiszűritek	gnat	1.0	1
kisöpörve	swept	1.0	2
kit	who	0.625	5
kitalált	devised	0.5	1
kitapinthatják	reach	1.0	1
kitart	endures	0.5	1
kitartva	continuing	0.5	1
kitartásotokkal	perseverance	1.0	1
kitartással	easily	1.0	1
kitartóak	endurance	1.0	1
kitartóan	continues	1.0	1
kiterjesztettem	long	1.0	1
kiterjeszti	spread	1.0	1
kiterítették	her	0.6667	2
kitették	abandoned	1.0	1
kitoldaná	patch	1.0	2
kitárult	heart	1.0	1
kitárva	opening	1.0	1
kitöltetett	poured	1.0	2
kitöltöm	pour	1.0	2
kitöltötte	poured	1.0	6
kitörettek	broken	1.0	1
kitörli	tree	1.0	1
kitörlik	throw	1.0	1
kitört	revolt	1.0	1
kitől	whom	1.0	2
kitűnjék	those	1.0	1
kitűztek	appointed	1.0	1
kitűzött	appointed	1.0	1
kivallatta	examined	1.0	1
kivedd	remove	1.0	2
kivel	whom	1.0	1
kivetem	down	1.0	1
kivetették	threw	1.0	1
kiveti	throws	1.0	1
kivetik	thrown	1.0	1
kivetlek	cold	1.0	1
kivetnétek	removed	1.0	1
kivettessék	put	1.0	1
kivettetik	thrown	1.0	1
kivetődnünk	aground	0.3333	1
kivezessem	land	1.0	1
kivezeti	leads	1.0	1
kivezette	brought	0.5	1
kivezették	brought	1.0	1
kivigyen	house	1.0	2
kivisznek	carry	1.0	1
kivitte	led	0.5	1
kivittek	brought	1.0	1
kivitték	out	0.5	3
kivonszolták	dragged	1.0	2
kivonta	drew	1.0	2
kivonták	dragging	1.0	1
kivonulásáról	departure	1.0	1
kivonva	struck	1.0	1
kivágatol	cut	0.5	1
kivágattatik	cut	0.5	1
kivágattál	tree	1.0	1
kivágnak	cut	0.2857	2
kivágva	cut	0.5	1
kivájva	given	1.0	1
kiválasztják	separate	1.0	1
kiválasztott	chosen	0.3571	5
kiválasztottam	beloved	1.0	1
kiválasztották	chose	1.0	1
kiválasztottál	chosen	1.0	1
kiválasztunk	choose	1.0	1
kiválasztva	apart	1.0	1
kiválasztás	election	1.0	2
kiválasztásotokat	election	1.0	1
kiválasztásra	election	1.0	1
kiváltképpen	especially	0.4286	3
kiválóbb	excellent	1.0	1
kivégezzék	death	1.0	1
kivéve	except	0.75	3
kizsaroltam	restore	1.0	1
kiábrázolódik	formed	1.0	1
kiállt	stood	1.0	1
kiállta	he	1.0	1
kiálltuk	disqualified	1.0	1
kiált	cry	0.5	1
kiáltanak	crying	1.0	1
kiáltani	cry	1.0	1
kiáltja	crying	1.0	1
kiáltjuk	cry	1.0	1
kiáltják	call	1.0	1
kiáltott	out	0.2564	10
kiáltotta	among	0.5	1
kiáltottak	cried	0.4	2
kiáltottam	cried	1.0	1
kiáltották	saying	0.4286	3
kiáltozik	after	0.3333	1
kiáltoznak	call	1.0	1
kiáltozni	out	0.5	2
kiáltozott	crying	1.0	2
kiáltozta	some	1.0	1
kiáltoztak	cried	0.2941	5
kiáltozták	saying	1.0	1
kiáltozás	all	0.5	1
kiálts	shout	1.0	1
kiáltva	cried	0.3077	4
kiáltás	crying	0.6667	2
kiáltásai	reaped	1.0	1
kiáltó	crying	1.0	4
kiássák	break	1.0	1
kié	whose	1.0	4
kiégett	scorched	1.0	1
kiömlik	skins	1.0	3
kiömlött	on	0.5	1
kiöntötte	poured	0.5714	4
kiúszott	escape	1.0	1
kiűzi	casts	1.0	1
kiűzni	out	0.7143	5
kiűzte	cast	0.3333	2
kiűzték	threw	1.0	3
kiűzzék	cast	1.0	1
kiűzöl	cast	1.0	1
kiűzött	out	1.0	3
klaudia	claudia	1.0	1
klaudiusz	claudius	1.0	3
klaudának	clauda	1.0	1
kleopás	cleopas	1.0	1
klópás	clopas	1.0	1
knidosz	opposite	1.0	1
kockára	lives	0.5	1
kockáztatták	risked	1.0	1
kocsikat	chariots	1.0	1
koldulni	ashamed	0.5	1
koldus	beggar	1.0	2
kolosséban	to	1.0	1
komolyságot	incorruptibility	0.5	1
komornyik	eunuch	1.0	4
komornyikja	ethiopians	1.0	1
konkoly	darnel	0.5	3
konkolyt	darnel	0.2857	4
konkolyáról	darnel	1.0	1
koporsóból	tomb	1.0	1
koporsókban	tombs	1.0	1
koporsót	coffin	1.0	1
kopott	comes	0.5	1
kora	early	0.375	3
korazin	chorazin	1.0	2
korbácsütésekkel	ordering	1.0	1
korbán	whatever	1.0	1
korinthusba	corinth	1.0	2
korinthusban	corinth	0.5714	4
korinthusiak	corinthians	1.0	2
kormányos	pilot	1.0	1
kormányosnak	master	1.0	1
kormányosok	hour	1.0	1
kormányrudak	rudder	1.0	1
kormányrúd	small	1.0	1
kornak	measure	1.0	1
kornéliusszal	spoke	1.0	1
kornéliusz	cornelius	1.0	8
korod	youth	1.0	1
korona	crowns	0.7143	5
koronádat	crown	1.0	1
koronája	crown	1.0	1
koronájukat	throw	1.0	1
koronáját	crown	1.0	3
koronát	crown	1.0	3
koronáztatott	by	1.0	1
korsó	pitcher	0.6667	2
korsóknak	pitchers	1.0	2
kortársamat	age	1.0	1
korában	days	1.0	1
korábban	who	0.5	2
korábbi	according	1.0	2
korán	very	0.6667	2
korú	she	1.0	1
korúaknak	grown	1.0	1
korúságra	perfection	1.0	1
kosarat	baskets	0.8333	5
koszorút	they	1.0	1
kosárban	basket	1.0	2
kosárral	baskets	1.0	5
kovásszal	yeast	1.0	2
kovász	yeast	0.4	2
kovászhoz	yeast	1.0	2
kovásztalan	unleavened	0.875	7
kovászától	yeast	1.0	6
kovászával	malice	1.0	1
kreszcensz	crescens	1.0	1
kristály	crystal	1.0	1
kristályhoz	sea	1.0	1
kristálytiszta	stone	1.0	1
kriszpusz	crispus	1.0	1
kriszpuszt	crispus	1.0	1
krisztus	christ	0.9848	323
krisztusa	christ	1.0	1
krisztusba	christ	0.6667	2
krisztusban	christ	0.9818	54
krisztusig	christ	1.0	1
krisztusnak	christ	0.9861	71
krisztusok	christs	1.0	2
krisztusra	christ	0.5	2
krisztusról	christ	1.0	6
krisztussal	christ	1.0	10
krisztussá	christ	1.0	1
krisztust	christ	0.9615	25
krisztustól	christ	1.0	17
krisztusunk	christ	0.5	1
krisztusunknak	christ	1.0	1
krisztusának	christ	1.0	2
krisztusát	christ	1.0	1
krisztusáé	christ	1.0	1
krisztusé	is	0.5	3
krisztuséi	you	0.5	2
krisztusért	christ	0.4	4
krizolit	chrysolite	1.0	1
krizopráz	chrysoprase	1.0	1
kréta	sailed	0.4	2
krétaiak	cretans	1.0	2
krétában	crete	1.0	1
krétából	crete	1.0	1
kulcsa	key	1.0	3
kulcsai	hades	1.0	1
kulcsait	heaven	1.0	1
kutat	well	1.0	1
kutatták	diligently	0.5	1
kutatva	searching	1.0	1
kutyák	dogs	1.0	1
kvártusz	quartus	1.0	1
káldeusok	land	1.0	1
kánaán	canaan	1.0	2
kánaáni	canaanite	1.0	1
kánába	cana	1.0	1
kánában	cana	1.0	2
kánából	cana	1.0	1
kárba	suffered	1.0	1
kárhozat	condemned	0.5	1
kárhozatra	judgment	0.6667	2
kárhozattá	free	1.0	1
kárhozik	judged	1.0	1
kárhoztassa	judge	1.0	1
kárhoztassam	judge	1.0	1
kárhoztassatok	condemn	1.0	1
kárhoztat	condemn	0.5	1
kárhoztatja	condemn	0.5	1
kárhoztatják	condemn	1.0	1
kárhoztatlak	condemn	1.0	1
kárhoztatod	practice	1.0	1
kárhoztatom	judge	1.0	1
kárhoztatta	condemned	1.0	2
kárhoztattatom	am	1.0	1
kárhoztatás	condemnation	0.5	1
kárhoztatása	judgment	0.5	1
kárhoztatásotok	condemned	0.5	1
kárhoztatásuk	condemnation	0.5	1
kárhoztató	slanderous	1.0	1
kárnak	loss	1.0	2
káromkodás	slander	1.0	1
káromkodást	speaking	1.0	1
káromkodók	blasphemers	1.0	1
káromlanak	blaspheme	1.0	1
káromlás	blasphemy	0.6667	2
káromlása	will	1.0	1
káromlások	blasphemies	1.0	2
káromlásokat	blasphemed	0.5	1
káromlásra	blaspheme	0.6667	2
káromlást	blasphemy	0.5	2
káromlásért	blasphemy	1.0	1
káromló	blasphemous	0.5	2
káromolja	spirit	1.0	1
káromolják	blasphemed	0.4	2
káromolnak	evil	0.5	1
káromolni	afraid	0.3333	1
káromolták	blasphemed	1.0	3
káromolva	evil	1.0	1
káros	harmful	0.5	1
károsítottunk	corrupted	1.0	1
károsítsa	wrong	1.0	1
károtokra	better	1.0	1
kárpit	veil	1.0	2
kárpitja	torn	0.75	3
kárpiton	second	1.0	1
kárpótoljon	supply	1.0	1
kárpótolnak	supplied	1.0	1
kárt	loss	0.2727	3
kásztor	twin	1.0	1
kéfás	cephas	1.0	3
kéfásnak	cephas	0.5	1
kéfásé	cephas	0.5	1
kéjelegnek	deceit	1.0	1
kéjelgők	male	0.5	1
kémeket	spies	1.0	2
kénkő	sulfur	1.0	4
kénkővel	sulfur	1.0	3
kénsárga	sulfur	1.0	1
kényelembe	ease	1.0	1
kényszerhelyzetben	urgency	1.0	1
kényszeríted	compel	1.0	1
kényszerítelek	torment	1.0	1
kényszerítem	submission	1.0	1
kényszerítenek	compel	1.0	1
kényszeríteni	mile	1.0	1
kényszerítette	made	1.0	2
kényszerítettek	compelled	1.0	1
kényszerítettem	exceedingly	1.0	1
kényszerítettetek	compelled	1.0	1
kényszerítették	compelled	1.0	1
kényszerítlek	adjure	1.0	1
kényszeríts	compel	1.0	1
kényszeríttetett	compelled	1.0	1
kényszerítve	bound	1.0	1
kényszerítésből	compulsion	0.5	1
kényszerítünk	adjure	1.0	1
kényszerű	matter	1.0	1
kénytelen	constrained	1.0	2
kénytelenségből	compulsion	0.5	1
kénáné	cainan	1.0	2
kép	image	1.0	2
képe	image	1.0	5
képeket	figures	1.0	1
képes	able	0.5	3
képesek	able	0.25	1
képességet	has	1.0	1
képest	ability	0.6667	2
képmutatás	sincere	0.6	3
képmutatással	hypocrisy	1.0	1
képmutatást	hypocrisies	1.0	1
képmutatásukat	hypocrisy	1.0	1
képmutatásának	speak	1.0	1
képmutató	hypocrite	0.5	2
képmutatók	hypocrites	1.0	9
képmutatóké	hypocrites	1.0	1
képmutatóskodtak	hypocrisy	1.0	1
képmása	image	0.6667	2
képmásait	heavens	1.0	1
képmásához	image	1.0	1
képmásának	copy	1.0	1
képmását	image	1.0	1
képmásával	animals	1.0	1
képre	same	1.0	1
képviselve	pertaining	1.0	1
képébe	image	1.0	1
képében	likeness	1.0	1
képén	image	1.0	1
képének	image	1.0	2
képét	image	1.0	7
kér	asks	0.9091	10
kérd	charging	0.3333	1
kérdem	ask	0.6	3
kérdezd	ask	1.0	1
kérdezed	say	1.0	1
kérdezek	ask	1.0	4
kérdezel	ask	1.0	1
kérdezem	ask	1.0	1
kérdezgetni	say	1.0	1
kérdezgette	asking	0.3333	1
kérdezgették	draw	0.5	1
kérdezi	asks	1.0	1
kérdezik	seek	0.6667	2
kérdezlek	ask	1.0	1
kérdezni	ask	0.6667	2
kérdezte	asked	0.375	6
kérdeztek	ask	1.0	1
kérdeztem	said	1.0	1
kérdezteti	saying	1.0	1
kérdeztette	saying	1.0	1
kérdezték	asked	0.375	3
kérdezzék	learn	1.0	1
kérdezzétek	ask	1.0	2
kérdezősködjetek	diligently	0.3333	1
kérdezősködtek	ask	0.3333	1
kérdezősködve	question	1.0	1
kérdezősködött	asked	0.3333	1
kérdi	says	1.0	1
kérdés	question	1.0	1
kérdései	questions	1.0	1
kérdéseik	against	1.0	1
kérdéseket	genealogies	0.5	1
kérdését	among	1.0	1
kérem	pray	0.75	3
kéressék	shed	1.0	1
kérhetném	ask	1.0	1
kérhetsz	ask	1.0	1
kérik	ask	1.0	1
kéritek	ask	1.0	3
kérj	ask	1.0	1
kérje	ask	1.0	2
kérjed	ask	1.0	1
kérjek	ask	1.0	1
kérjen	needy	0.5	1
kérjetek	ask	0.6	3
kérjék	destroy	1.0	1
kérjétek	pray	0.6667	2
kérjük	ask	0.5	1
kérkedik	brag	1.0	1
kérkedjetek	boast	1.0	1
kérkedjék	boast	1.0	1
kérkedő	pride	1.0	1
kérkedők	money	0.5	1
kérlek	i	0.434	23
kérlelhetetlenek	affection	0.5	1
kérlelni	begged	1.0	1
kérne	us	1.0	1
kérnek	ask	1.0	2
kérni	ask	0.3333	2
kérnétek	ask	1.0	1
kérnünk	we	1.0	1
kérsz	ask	1.0	2
kért	asked	0.6667	4
kérte	begged	0.4737	9
kérted	asked	1.0	1
kértek	ask	0.4286	6
kértelek	urged	1.0	1
kértem	begged	0.5	1
kérték	begged	0.5926	16
