surface	lemma	pos	features	source
excepto	exceptar	Verb	Person=First;Number=Singular;Tense=Present;Mood=Indicative	wiktionary
exceptuado	exceptuar	Verb	Tense=Past;Gender=Masculine;Number=Singular	unimorph
exclamado	exclamar	Verb	Tense=Past;Gender=Masculine;Number=Singular	unimorph
exclamó	exclamar	Verb	Mood=Indicative;Tense=Past;Aspect=Perfective;Person=Third;Number=Singular	unimorph
excluída	excluída	Proper noun		alignment
excluídos	excluída	Proper noun		alignment
excusa	excusar	Verb	Mood=Indicative;Tense=Present;Person=Third;Number=Singular	unimorph
excusado	excusar	Verb	Tense=Past;Gender=Masculine;Number=Singular	unimorph
excusamos	excusar	Verb	Mood=Indicative;Tense=Present;Person=First;Number=Plural	unimorph
excusarse	excusar	Verb	Case=Dative;Person=Third;Number=Singular	unimorph
excusándose	excusar	Verb	Tense=Present;Case=Dative;Person=Third;Number=Singular	unimorph
exhorta	exhortar	Verb	Mood=Indicative;Tense=Present;Person=Third;Number=Singular	unimorph
exhortaba	exhortar	Verb	Mood=Indicative;Tense=Past;Aspect=Imperfective;Person=First;Number=Singular	unimorph
exhortación	exhortación	Noun		base
exhortado	exhortar	Verb	Tense=Past;Gender=Masculine;Number=Singular	unimorph
exhortados	exhortar	Verb	Tense=Past;Gender=Masculine;Number=Plural	unimorph
exhortamos	exhortar	Verb	Mood=Indicative;Tense=Present;Person=First;Number=Plural	unimorph
exhortaos	exhortar	Verb	Mood=Imperative;Person=Second;Number=Plural;Case=Dative	unimorph
exhortar	exhortar	Verb		base
exhortaros	exhortar	Verb	Case=Dative;Person=Second;Number=Plural	unimorph
exhortemos	exhortar	Verb	Mood=Subjunctive;Tense=Present;Person=First;Number=Plural	unimorph
exhorto	exhortar	Verb	Mood=Indicative;Tense=Present;Person=First;Number=Singular	unimorph
exhortábamos	exhortar	Verb	Mood=Indicative;Tense=Past;Aspect=Imperfective;Person=First;Number=Plural	unimorph
exhortándoles	exhortar	Verb	Tense=Present;Case=Dative;Person=Third;Number=Plural	unimorph
exhortándonos	exhortar	Verb	Tense=Present;Case=Dative;Person=First;Number=Plural	unimorph
exhortándoos	exhortar	Verb	Tense=Present;Case=Dative;Person=Second;Number=Plural	unimorph
exhortó	exhortar	Verb	Mood=Indicative;Tense=Past;Aspect=Perfective;Person=Third;Number=Singular	unimorph
exhórtale	exhortar	Verb	Mood=Imperative;Person=Third;Number=Singular;Case=Dative	unimorph
exijáis	exigir	Verb	Mood=Subjunctive;Tense=Present;Person=Second;Number=Plural	unimorph
exorcistas	exorcista	Noun	Number=Plural	unimorph
expectación	expectación	Noun		base
expensas	expensas	Noun		base
experiencia	experienciar	Verb	Mood=Indicative;Tense=Present;Person=Third;Number=Singular	unimorph
experimentado	experimentar	Verb	Tense=Past;Gender=Masculine;Number=Singular	unimorph
experimentaron	experimentar	Verb	Mood=Indicative;Tense=Past;Aspect=Perfective;Person=Third;Number=Plural	unimorph
experimentéis	experimentar	Verb	Mood=Subjunctive;Tense=Present;Person=Second;Number=Plural	unimorph
expiaciones	expiación	Noun	Gender=Feminine;Number=Plural	unimorph
expiar	expiar	Verb		base
exponiéndole	exponer	Verb	Tense=Present;Case=Dative;Person=Third;Number=Singular	unimorph
expuesto	exponer	Verb	Tense=Past;Gender=Masculine;Number=Singular	unimorph
extendemos	extender	Verb	Mood=Indicative;Tense=Present;Person=First;Number=Plural	unimorph
extenderás	extender	Verb	Mood=Indicative;Tense=Future;Person=Second;Number=Singular	unimorph
extendido	extender	Verb	Tense=Past;Gender=Masculine;Number=Singular	unimorph
extendiendo	extender	Verb	Tense=Present	unimorph
extendisteis	extender	Verb	Mood=Indicative;Tense=Past;Aspect=Perfective;Person=Second;Number=Plural	unimorph
extendiéndome	extender	Verb	Tense=Present;Case=Dative;Person=First;Number=Singular	unimorph
extendió	extender	Verb	Mood=Indicative;Tense=Past;Aspect=Perfective;Person=Third;Number=Singular	unimorph
extendí	extender	Verb	Mood=Indicative;Tense=Past;Aspect=Perfective;Person=First;Number=Singular	unimorph
extendía	extender	Verb	Mood=Indicative;Tense=Past;Aspect=Imperfective;Person=First;Number=Singular	unimorph
exterior	exterior	Adjective		base
extiendas	extender	Verb	Mood=Subjunctive;Tense=Present;Person=Second;Number=Singular	unimorph
extiende	extender	Verb	Mood=Indicative;Tense=Present;Person=Third;Number=Singular	unimorph
extienden	extender	Verb	Mood=Indicative;Tense=Present;Person=Third;Number=Plural	unimorph
extorsión	extorsión	Noun		base
extranjera	extranjero	Adjective	Gender=Feminine;Number=Singular	unimorph
extranjero	extranjero	Adjective		base
extranjeros	extranjero	Adjective	Gender=Masculine;Number=Plural	unimorph
extraviado	extraviar	Verb	Tense=Past;Gender=Masculine;Number=Singular	unimorph
extraviados	extraviar	Verb	Tense=Past;Gender=Masculine;Number=Plural	unimorph
extravío	extraviar	Verb	Mood=Indicative;Tense=Present;Person=First;Number=Singular	unimorph
extraña	extrañar	Verb	Mood=Indicative;Tense=Present;Person=Third;Number=Singular	unimorph
extrañamiento	extrañamiento	Noun		base
extrañas	extrañar	Verb	Mood=Indicative;Tense=Present;Person=Second;Number=Singular	unimorph
extraño	extrañar	Verb	Mood=Indicative;Tense=Present;Person=First;Number=Singular	unimorph
extraños	extraño	Adjective	Gender=Masculine;Number=Plural	unimorph
extremo	extremar	Verb	Mood=Indicative;Tense=Present;Person=First;Number=Singular	unimorph
ezechîas	ezechîas	Proper noun		alignment
fabricó	fabricar	Verb	Mood=Indicative;Tense=Past;Aspect=Perfective;Person=Third;Number=Singular	unimorph
facilidad	facilidad	Noun		base
facultad	facultar	Verb	Mood=Imperative;Person=Second;Number=Plural	unimorph
facultades	facultad	Proper noun	Gender=Feminine;Number=Plural	unimorph
fallecimiento	fallecimiento	Noun		base
falsamente	falsamente	Adverb		base
falseado	falsear	Verb	Tense=Past;Gender=Masculine;Number=Singular	unimorph
falso	falsar	Verb	Mood=Indicative;Tense=Present;Person=First;Number=Singular	unimorph
falsos	falso	Adjective	Gender=Masculine;Number=Plural	unimorph
falta	faltar	Verb	Mood=Indicative;Tense=Present;Person=Third;Number=Singular	unimorph
faltaba	faltar	Verb	Mood=Indicative;Tense=Past;Aspect=Imperfective;Person=First;Number=Singular	unimorph
faltado	faltar	Verb	Tense=Past;Gender=Masculine;Number=Singular	unimorph
faltando	faltar	Verb	Tense=Present	unimorph
faltar	faltar	Verb		base
faltareis	faltar	Verb	Mood=Subjunctive;Tense=Future;Person=Second;Number=Plural	unimorph
faltará	faltar	Verb	Mood=Indicative;Tense=Future;Person=Third;Number=Singular	unimorph
faltas	faltar	Verb	Mood=Indicative;Tense=Present;Person=Second;Number=Singular	unimorph
falte	faltar	Verb	Mood=Subjunctive;Tense=Present;Person=First;Number=Singular	unimorph
faltó	faltar	Verb	Mood=Indicative;Tense=Past;Aspect=Perfective;Person=Third;Number=Singular	unimorph
fama	fama	Noun		base
familia	familia	Noun		base
familiares	familiar	Adjective	Number=Plural	unimorph
familias	familia	Noun	Gender=Feminine;Number=Plural	unimorph
famoso	famoso	Adjective		base
fantasma	fantasma	Noun		base
faraón	faraón	Noun		base
fariseo	fariseo	Noun		base
fariseos	fariseo	Noun	Gender=Masculine;Number=Plural	unimorph
fascinó	fascinar	Verb	Mood=Indicative;Tense=Past;Aspect=Perfective;Person=Third;Number=Singular	unimorph
fatiga	fatigar	Verb	Mood=Indicative;Tense=Present;Person=Third;Number=Singular	unimorph
fatigado	fatigar	Verb	Tense=Past;Gender=Masculine;Number=Singular	unimorph
fatigados	fatigar	Verb	Tense=Past;Gender=Masculine;Number=Plural	unimorph
fatigas	fatigar	Verb	Mood=Indicative;Tense=Present;Person=Second;Number=Singular	unimorph
fatiguéis	fatigar	Verb	Mood=Subjunctive;Tense=Present;Person=Second;Number=Plural	unimorph
fatigáis	fatigar	Verb	Mood=Indicative;Tense=Present;Person=Second;Number=Plural	unimorph
fatuas	fatua	Adjective	Gender=Feminine;Number=Plural	unimorph
fatuo	fatuo	Adjective		base
fatuos	fatuo	Adjective	Gender=Masculine;Number=Plural	unimorph
favor	favor	Noun		base
favorecida	favorecido	Noun	Number=Singular;Gender=Feminine	wiktionary
faz	facer	Verb	Mood=Imperative;Person=Second;Number=Singular	unimorph
fe	far	Verb	Person=First;Number=Singular;Tense=Preterite;Mood=Indicative	wiktionary
fea	feo	Adjective	Gender=Feminine;Number=Singular	unimorph
febe	febe	Proper noun		base
felipe	felipe	Proper noun		base
fenicia	fenicio	Adjective	Gender=Feminine;Number=Singular	unimorph
fermentado	fermentar	Verb	Tense=Past;Gender=Masculine;Number=Singular	unimorph
ferviente	ferviente	Adjective		base
festo	festo	Proper noun		base
fiador	fiador	Noun		base
fidelidad	fidelidad	Noun		base
fiebre	fiebre	Noun		base
fiebres	fiebre	Noun	Gender=Feminine;Number=Plural	unimorph
fiel	fiel	Adjective		base
fieles	fiel	Adjective	Number=Plural	unimorph
fielmente	fielmente	Adverb		base
fieras	fiero	Adjective	Gender=Feminine;Number=Plural	unimorph
fieros	fiero	Adjective	Gender=Masculine;Number=Plural	unimorph
fiesta	fiesta	Noun		base
figura	figurar	Verb	Mood=Indicative;Tense=Present;Person=Third;Number=Singular	unimorph
figuras	figurar	Verb	Mood=Indicative;Tense=Present;Person=Second;Number=Singular	unimorph
fijando	fijar	Verb	Tense=Present	unimorph
fijos	fijo	Adjective	Gender=Masculine;Number=Plural	unimorph
filacterias	filacteria	Noun	Gender=Feminine;Number=Plural	unimorph
filadelfia	filadelfia	Proper noun		base
filemón	filemón	Proper noun		base
filipenses	filipense	Adjective	Number=Plural	unimorph
filipo	filipo	Proper noun		base
filipos	filipos	Proper noun		alignment
filo	filar	Verb	Mood=Indicative;Tense=Present;Person=First;Number=Singular	unimorph
filos	filo	Noun	Gender=Masculine;Number=Plural	unimorph
filosofías	filosofía	Noun	Gender=Feminine;Number=Plural	unimorph
filólogo	filólogo	Noun		base
filósofos	filósofo	Noun	Gender=Masculine;Number=Plural	unimorph
fin	fin	Noun		base
final	final	Adjective		base
finalmente	finalmente	Adverb		base
fines	finir	Verb	Mood=Indicative;Tense=Present;Person=Second;Number=Singular	unimorph
fingida	fingir	Verb	Tense=Past;Gender=Feminine;Number=Singular	unimorph
fingidas	fingir	Verb	Tense=Past;Gender=Feminine;Number=Plural	unimorph
fingido	fingir	Verb	Tense=Past;Gender=Masculine;Number=Singular	unimorph
fingimiento	fingimiento	Noun		base
fingimientos	fingimiento	Noun	Gender=Masculine;Number=Plural	unimorph
fino	finir	Verb	Mood=Indicative;Tense=Present;Person=First;Number=Singular	unimorph
finísimo	finísimo	Adjective		base
firme	firmar	Verb	Mood=Subjunctive;Tense=Present;Person=First;Number=Singular	unimorph
firmes	firmar	Verb	Mood=Subjunctive;Tense=Present;Person=Second;Number=Singular	unimorph
firmeza	firmeza	Noun		base
flaca	flaco	Adjective	Number=Singular;Gender=Feminine	wiktionary
flaco	flaco	Adjective		base
flacos	flaco	Adjective	Gender=Masculine;Number=Plural	unimorph
flaqueza	flaqueza	Noun		base
flaquezas	flaqueza	Noun	Gender=Feminine;Number=Plural	unimorph
flauta	flauta	Noun		base
flautas	flauta	Noun	Gender=Feminine;Number=Plural	unimorph
flecos	fleco	Noun	Gender=Masculine;Number=Plural	unimorph
flor	flor	Noun		base
fluctuantes	fluctuante	Adjective	Number=Plural	wiktionary
fluctuar	fluctuar	Verb		base
flujo	flujo	Noun		base
forcé	forzar	Verb	Mood=Indicative;Tense=Past;Aspect=Perfective;Person=First;Number=Singular	unimorph
forma	formar	Verb	Mood=Indicative;Tense=Present;Person=Third;Number=Singular	unimorph
formado	formar	Verb	Tense=Past;Gender=Masculine;Number=Singular	unimorph
fornica	fornicar	Verb	Mood=Indicative;Tense=Present;Person=Third;Number=Singular	unimorph
fornicaciones	fornicación	Noun	Gender=Feminine;Number=Plural	unimorph
fornicación	fornicación	Noun		base
fornicado	fornicar	Verb	Tense=Past;Gender=Masculine;Number=Singular	unimorph
fornicar	fornicar	Verb		base
fornicario	fornicaria	Adjective	Gender=Masculine;Number=Singular	unimorph
fornicarios	fornicaria	Adjective	Gender=Masculine;Number=Plural	unimorph
fornicaron	fornicar	Verb	Mood=Indicative;Tense=Past;Aspect=Perfective;Person=Third;Number=Plural	unimorph
forniquemos	fornicar	Verb	Mood=Subjunctive;Tense=Present;Person=First;Number=Plural	unimorph
foro	foro	Noun		base
fortalece	fortalecer	Verb	Person=Third;Number=Singular;Tense=Present;Mood=Indicative	wiktionary
fortalecía	fortalecer	Verb	Person=Third;Number=Singular;Tense=Imperfect;Mood=Indicative	wiktionary
fortaleza	fortaleza	Noun		base
fortalezas	fortaleza	Noun	Gender=Feminine;Number=Plural	unimorph
fortificó	fortificar	Verb	Mood=Indicative;Tense=Past;Aspect=Perfective;Person=Third;Number=Singular	unimorph
fortunato	fortunato	Proper noun		base
fortísimo	fortísimo	Adjective		base
forzado	forzar	Verb	Tense=Past;Gender=Masculine;Number=Singular	unimorph
fosa	fosar	Verb	Person=Third;Number=Singular;Tense=Present;Mood=Indicative	wiktionary
francos	franco	Noun	Gender=Masculine;Number=Plural	unimorph
franja	frangir	Verb	Mood=Subjunctive;Tense=Present;Person=First;Number=Singular	unimorph
fraterna	fraterno	Adjective	Gender=Feminine;Number=Singular	unimorph
fraternal	fraternal	Adjective		base
fraternalmente	fraternalmente	Adverb		base
fraternidad	fraternidad	Noun		base
fraudulentos	fraudulento	Adjective	Gender=Masculine;Number=Plural	unimorph
freno	frenar	Verb	Mood=Indicative;Tense=Present;Person=First;Number=Singular	unimorph
frenos	freno	Noun	Gender=Masculine;Number=Plural	unimorph
frente	frente	Noun		base
frentes	frente	Noun	Gender=Feminine;Number=Plural	unimorph
frigia	frigio	Adjective	Gender=Feminine;Number=Singular	unimorph
fructifica	fructificar	Verb	Mood=Indicative;Tense=Present;Person=Third;Number=Singular	unimorph
fructificando	fructificar	Verb	Tense=Present	unimorph
fructifiquemos	fructificar	Verb	Mood=Subjunctive;Tense=Present;Person=First;Number=Plural	unimorph
fructíferos	fructífero	Adjective	Gender=Masculine;Number=Plural	unimorph
frustrarse	frustrar	Verb	Case=Dative;Person=Third;Number=Singular	unimorph
fruto	frutar	Verb	Person=First;Number=Singular;Tense=Present;Mood=Indicative	wiktionary
frutos	fruto	Noun	Gender=Masculine;Number=Plural	unimorph
frágil	frágil	Adjective		base
fría	freír	Verb	Mood=Subjunctive;Tense=Present;Person=First;Number=Singular	unimorph
frío	freír	Verb	Mood=Indicative;Tense=Present;Person=First;Number=Singular	unimorph
fuego	fuego	Noun		base
fuegos	fuego	Noun	Gender=Masculine;Number=Plural	unimorph
fuente	fuente	Noun		base
fuentes	fuente	Noun	Gender=Feminine;Number=Plural	unimorph
fuera	ser	Verb	Mood=Subjunctive;Tense=Past;Person=First;Number=Singular	unimorph
fuerais	ser	Verb	Mood=Subjunctive;Tense=Past;Person=Second;Number=Plural	unimorph
fueran	ser	Verb	Mood=Subjunctive;Tense=Past;Person=Third;Number=Plural	unimorph
fuere	ser	Verb	Mood=Subjunctive;Tense=Future;Person=First;Number=Singular	unimorph
fuereis	ser	Verb	Mood=Subjunctive;Tense=Future;Person=Second;Number=Plural	unimorph
fueren	ser	Verb	Mood=Subjunctive;Tense=Future;Person=Third;Number=Plural	unimorph
fueres	ser	Verb	Mood=Subjunctive;Tense=Future;Person=Second;Number=Singular	unimorph
fueron	ser	Verb	Mood=Indicative;Tense=Past;Aspect=Perfective;Person=Third;Number=Plural	unimorph
fuerte	fuer	Noun		clitic
fuertes	fuerte	Adjective	Number=Plural	unimorph
fuerza	forzar	Verb	Mood=Indicative;Tense=Present;Person=Third;Number=Singular	unimorph
fuerzas	forzar	Verb	Mood=Indicative;Tense=Present;Person=Second;Number=Singular	unimorph
fuese	ser	Verb	Mood=Subjunctive;Tense=Past;Person=First;Number=Singular	unimorph
fueseis	ser	Verb	Mood=Subjunctive;Tense=Past;Person=Second;Number=Plural	unimorph
fuesen	ser	Verb	Mood=Subjunctive;Tense=Past;Person=Third;Number=Plural	unimorph
fueses	ser	Verb	Mood=Subjunctive;Tense=Past;Person=Second;Number=Singular	unimorph
fugase	fugar	Verb	Mood=Subjunctive;Tense=Past;Person=First;Number=Singular	unimorph
fuimos	ser	Verb	Mood=Indicative;Tense=Past;Aspect=Perfective;Person=First;Number=Plural	unimorph
fuiste	ser	Verb	Mood=Indicative;Tense=Past;Aspect=Perfective;Person=Second;Number=Singular	unimorph
fuisteis	ser	Verb	Mood=Indicative;Tense=Past;Aspect=Perfective;Person=Second;Number=Plural	unimorph
fundación	fundación	Noun		base
fundada	fundar	Verb	Tense=Past;Gender=Feminine;Number=Singular	unimorph
fundados	fundar	Verb	Tense=Past;Gender=Masculine;Number=Plural	unimorph
fundamento	fundamentar	Verb	Mood=Indicative;Tense=Present;Person=First;Number=Singular	unimorph
fundamentos	fundamento	Noun	Gender=Masculine;Number=Plural	unimorph
fundaste	fundar	Verb	Mood=Indicative;Tense=Past;Aspect=Perfective;Person=Second;Number=Singular	unimorph
fundirán	fundir	Verb	Mood=Indicative;Tense=Future;Person=Third;Number=Plural	unimorph
furor	furor	Noun		base
fué	fué	Verb		base
fuéle	fué	Verb		clitic
fuéles	fué	Verb		clitic
fuéramos	ser	Verb	Mood=Subjunctive;Tense=Past;Person=First;Number=Plural	unimorph
fuéremos	ser	Verb	Mood=Subjunctive;Tense=Future;Person=First;Number=Plural	unimorph
fuérzalos	forzar	Verb	Mood=Imperative;Person=Third;Number=Plural;Case=Accusative	unimorph
fuése	fué	Verb		clitic
fuésemos	ser	Verb	Mood=Subjunctive;Tense=Past;Person=First;Number=Plural	unimorph
fuí	fuí	Verb		base
fábulas	fábula	Noun	Gender=Feminine;Number=Plural	unimorph
fácil	fácil	Adjective		base
fácilmente	fácilmente	Adverb		base
félix	félix	Proper noun		base
féretro	féretro	Noun		base
gabriel	gabriel	Proper noun		base
gad	gad	Proper noun		base
gadarenos	gadarenos	Proper noun		alignment
galacia	galacia	Proper noun		base
galardón	galardón	Noun		base
galilea	galileo	Proper noun	Number=Singular;Gender=Feminine	wiktionary
galileo	galileo	Proper noun		base
galileos	galileo	Proper noun	Number=Plural;Gender=Masculine	wiktionary
galión	galión	Proper noun		alignment
gallina	gallo	Noun	Gender=Feminine;Number=Singular	unimorph
gallo	galla	Noun	Gender=Masculine;Number=Singular	unimorph
gamaliel	gamaliel	Proper noun		base
gana	ganar	Verb	Mood=Indicative;Tense=Present;Person=Third;Number=Singular	unimorph
ganado	ganar	Verb	Tense=Past;Gender=Masculine;Number=Singular	unimorph
ganados	ganar	Verb	Tense=Past;Gender=Masculine;Number=Plural	unimorph
ganan	ganar	Verb	Mood=Indicative;Tense=Present;Person=Third;Number=Plural	unimorph
ganancia	ganancia	Noun		base
ganancias	ganancia	Noun	Gender=Feminine;Number=Plural	unimorph
ganar	ganar	Verb		base
ganaremos	ganar	Verb	Mood=Indicative;Tense=Future;Person=First;Number=Plural	unimorph
ganaron	ganar	Verb	Mood=Indicative;Tense=Past;Aspect=Perfective;Person=Third;Number=Plural	unimorph
gane	ganar	Verb	Mood=Subjunctive;Tense=Present;Person=First;Number=Singular	unimorph
gangrena	gangrenar	Verb	Mood=Indicative;Tense=Present;Person=Third;Number=Singular	unimorph
ganó	ganar	Verb	Mood=Indicative;Tense=Past;Aspect=Perfective;Person=Third;Number=Singular	unimorph
garganta	garganta	Noun		base
gasta	gastar	Verb	Mood=Indicative;Tense=Present;Person=Third;Number=Singular	unimorph
gastado	gastar	Verb	Tense=Past;Gender=Masculine;Number=Singular	unimorph
gastar	gastar	Verb		base
gastares	gastar	Verb	Mood=Subjunctive;Tense=Future;Person=Second;Number=Singular	unimorph
gastos	gasto	Noun	Gender=Masculine;Number=Plural	unimorph
gayo	gayar	Verb	Person=First;Number=Singular;Tense=Present;Mood=Indicative	wiktionary
gaza	gaza	Proper noun		base
gemido	gemir	Verb	Tense=Past;Gender=Masculine;Number=Singular	unimorph
gemidos	gemir	Verb	Tense=Past;Gender=Masculine;Number=Plural	unimorph
gemimos	gemir	Verb	Mood=Indicative;Tense=Present;Person=First;Number=Plural	unimorph
gemían	gemir	Verb	Mood=Indicative;Tense=Past;Aspect=Imperfective;Person=Third;Number=Plural	unimorph
genealogía	genealogía	Noun		base
genealogías	genealogía	Noun	Gender=Feminine;Number=Plural	unimorph
generaciones	generación	Noun	Gender=Feminine;Number=Plural	unimorph
generación	generación	Noun		base
genezaret	genezaret	Proper noun		alignment
gente	gen	Noun		clitic
gentes	gente	Noun	Gender=Feminine;Number=Plural	unimorph
gentiles	gentil	Adjective	Number=Plural	unimorph
gentío	gentío	Noun		base
gethsemaní	gethsemaní	Proper noun		alignment
gimen	gemir	Verb	Mood=Indicative;Tense=Present;Person=Third;Number=Plural	unimorph
gimiendo	gemir	Verb	Tense=Present	unimorph
gimió	gemir	Verb	Mood=Indicative;Tense=Past;Aspect=Perfective;Person=Third;Number=Singular	unimorph
gloria	gloria	Noun		base
gloriado	gloriar	Verb	Tense=Past;Gender=Masculine;Number=Singular	unimorph
gloriamos	gloriar	Verb	Mood=Indicative;Tense=Present;Person=First;Number=Plural	unimorph
gloriaremos	gloriar	Verb	Mood=Indicative;Tense=Future;Person=First;Number=Plural	unimorph
gloriarme	gloriar	Verb	Case=Dative;Person=First;Number=Singular	unimorph
gloriarnos	gloriar	Verb	Case=Dative;Person=First;Number=Plural	unimorph
gloriaros	gloriar	Verb	Case=Dative;Person=Second;Number=Plural	unimorph
gloriarse	gloriar	Verb	Case=Dative;Person=Third;Number=Singular	unimorph
gloriaré	gloriar	Verb	Mood=Indicative;Tense=Future;Person=First;Number=Singular	unimorph
glorias	gloria	Noun	Gender=Feminine;Number=Plural	unimorph
glorifica	glorificar	Verb	Mood=Indicative;Tense=Present;Person=Third;Number=Singular	unimorph
glorificaba	glorificar	Verb	Mood=Indicative;Tense=Past;Aspect=Imperfective;Person=First;Number=Singular	unimorph
glorificaban	glorificar	Verb	Mood=Indicative;Tense=Past;Aspect=Imperfective;Person=Third;Number=Plural	unimorph
glorificad	glorificar	Verb	Mood=Imperative;Person=Second;Number=Plural	unimorph
glorificada	glorificar	Verb	Tense=Past;Gender=Feminine;Number=Singular	unimorph
glorificado	glorificar	Verb	Tense=Past;Gender=Masculine;Number=Singular	unimorph
glorificados	glorificar	Verb	Tense=Past;Gender=Masculine;Number=Plural	unimorph
glorifican	glorificar	Verb	Mood=Indicative;Tense=Present;Person=Third;Number=Plural	unimorph
glorificando	glorificar	Verb	Tense=Present	unimorph
glorificar	glorificar	Verb		base
glorificaron	glorificar	Verb	Mood=Indicative;Tense=Past;Aspect=Perfective;Person=Third;Number=Plural	unimorph
glorificará	glorificar	Verb	Mood=Indicative;Tense=Future;Person=Third;Number=Singular	unimorph
glorificaré	glorificar	Verb	Mood=Indicative;Tense=Future;Person=First;Number=Singular	unimorph
glorifico	glorificar	Verb	Mood=Indicative;Tense=Present;Person=First;Number=Singular	unimorph
glorificó	glorificar	Verb	Mood=Indicative;Tense=Past;Aspect=Perfective;Person=Third;Number=Singular	unimorph
glorifique	glorificar	Verb	Mood=Subjunctive;Tense=Present;Person=First;Number=Singular	unimorph
glorifiquen	glorificar	Verb	Mood=Subjunctive;Tense=Present;Person=Third;Number=Plural	unimorph
glorifiquéis	glorificar	Verb	Mood=Subjunctive;Tense=Present;Person=Second;Number=Plural	unimorph
glorifícame	glorificar	Verb	Mood=Imperative;Person=First;Number=Singular;Case=Dative	unimorph
gloriosa	glorioso	Adjective	Gender=Feminine;Number=Singular	unimorph
gloriosas	glorioso	Adjective	Gender=Feminine;Number=Plural	unimorph
glorioso	glorioso	Adjective		base
gloriándonos	gloriar	Verb	Tense=Present;Case=Dative;Person=First;Number=Plural	unimorph
gloriéis	gloriar	Verb	Mood=Subjunctive;Tense=Present;Person=Second;Number=Plural	unimorph
gloría	gloriar	Verb	Mood=Indicative;Tense=Present;Person=Third;Number=Singular	unimorph
glorían	gloriar	Verb	Mood=Indicative;Tense=Present;Person=Third;Number=Plural	unimorph
glorías	gloriar	Verb	Mood=Indicative;Tense=Present;Person=Second;Number=Singular	unimorph
gloríe	gloriar	Verb	Mood=Subjunctive;Tense=Present;Person=First;Number=Singular	unimorph
gloríese	gloriar	Verb	Mood=Imperative;Person=Third;Number=Singular;Case=Dative	unimorph
glorío	gloriar	Verb	Mood=Indicative;Tense=Present;Person=First;Number=Singular	unimorph
glotonería	glotonería	Noun		base
glotonerías	glotonería	Noun	Gender=Feminine;Number=Plural	unimorph
gobernaciones	gobernación	Noun	Gender=Feminine;Number=Plural	unimorph
gobernadas	gobernar	Verb	Tense=Past;Gender=Feminine;Number=Plural	unimorph
gobernador	gobernadora	Noun	Gender=Masculine;Number=Singular	unimorph
gobernadores	gobernadora	Noun	Gender=Masculine;Number=Plural	unimorph
gobernamos	gobernar	Verb	Mood=Indicative;Tense=Present;Person=First;Number=Plural	unimorph
gobernar	gobernar	Verb		base
gobernarse	gobernar	Verb	Case=Dative;Person=Third;Number=Singular	unimorph
gobierna	gobernar	Verb	Mood=Indicative;Tense=Present;Person=Third;Number=Singular	unimorph
gobiernan	gobernar	Verb	Mood=Indicative;Tense=Present;Person=Third;Number=Plural	unimorph
gobierne	gobernar	Verb	Mood=Subjunctive;Tense=Present;Person=First;Number=Singular	unimorph
gobiernen	gobernar	Verb	Mood=Subjunctive;Tense=Present;Person=Third;Number=Plural	unimorph
goce	gozar	Verb	Mood=Subjunctive;Tense=Present;Person=First;Number=Singular	unimorph
gocemos	gozar	Verb	Mood=Subjunctive;Tense=Present;Person=First;Number=Plural	unimorph
gocé	gozar	Verb	Mood=Indicative;Tense=Past;Aspect=Perfective;Person=First;Number=Singular	unimorph
gocéis	gozar	Verb	Mood=Subjunctive;Tense=Present;Person=Second;Number=Plural	unimorph
gocémonos	gozar	Verb	Mood=Imperative;Person=First;Number=Plural;Case=Dative	unimorph
golfo	golfa	Noun	Gender=Masculine;Number=Singular	unimorph
golpes	golpe	Noun	Gender=Masculine;Number=Plural	unimorph
gomorra	gomorra	Proper noun		alignment
gotas	gota	Noun	Gender=Feminine;Number=Plural	unimorph
goza	gozar	Verb	Mood=Indicative;Tense=Present;Person=Third;Number=Singular	unimorph
gozaba	gozar	Verb	Mood=Indicative;Tense=Past;Aspect=Imperfective;Person=First;Number=Singular	unimorph
gozado	gozar	Verb	Tense=Past;Gender=Masculine;Number=Singular	unimorph
gozamos	gozar	Verb	Mood=Indicative;Tense=Present;Person=First;Number=Plural	unimorph
gozan	gozar	Verb	Mood=Indicative;Tense=Present;Person=Third;Number=Plural	unimorph
gozaos	gozar	Verb	Mood=Imperative;Person=Second;Number=Plural;Case=Dative	unimorph
gozar	gozar	Verb		base
gozarme	gozar	Verb	Case=Dative;Person=First;Number=Singular	unimorph
gozaron	gozar	Verb	Mood=Indicative;Tense=Past;Aspect=Perfective;Person=Third;Number=Plural	unimorph
gozará	gozar	Verb	Mood=Indicative;Tense=Future;Person=Third;Number=Singular	unimorph
gozarán	gozar	Verb	Mood=Indicative;Tense=Future;Person=Third;Number=Plural	unimorph
gozaríais	gozar	Verb	Person=Second;Number=Plural	unimorph
gozase	gozar	Verb	Mood=Subjunctive;Tense=Past;Person=First;Number=Singular	unimorph
gozo	gozar	Verb	Mood=Indicative;Tense=Present;Person=First;Number=Singular	unimorph
gozoso	gozoso	Adjective		base
gozosos	gozoso	Adjective	Gender=Masculine;Number=Plural	unimorph
gozándome	gozar	Verb	Tense=Present;Case=Dative;Person=First;Number=Singular	unimorph
gozándose	gozar	Verb	Tense=Present;Case=Dative;Person=Third;Number=Singular	unimorph
gozó	gozar	Verb	Mood=Indicative;Tense=Past;Aspect=Perfective;Person=Third;Number=Singular	unimorph
